#k-distance frequency[THz]
0.67975779 4.67575422
0.68239656 4.62236198
0.68503531 4.56676473
0.68767407 4.50905285
0.69031284 4.44933550
0.69295159 4.38773808
0.69559035 4.32439974
0.69822912 4.25947095
0.70086787 4.19311116
0.70350663 4.12548668
0.70614540 4.05676858
0.70878415 3.98713070
0.71142291 3.91674779
0.71406168 3.84579357
0.71670042 3.77443891
0.71933919 3.70284989
0.72197796 3.63118603
0.72461670 3.55959840
0.72725547 3.48822792
0.72989424 3.41720384
0.73253298 3.34664234
0.73517175 3.27664570
0.73781052 3.20730187
0.74044926 3.13868475
0.74308803 3.07085547
0.74572680 3.00386516
0.74836554 2.93776295
0.75100431 2.87445586

0.00000000 4.56619882
0.00247427 4.56619882
0.00494854 4.56619882
0.00742281 4.56619882
0.00989707 4.56619882
0.01237134 4.56619882
0.01484561 4.56619882
0.01731988 4.56619882
0.01731988 4.56619882
0.01993553 4.56601722
0.02255117 4.56548561
0.02516682 4.56464352
0.02778250 4.56355634
0.03039814 4.56231461
0.03301379 4.56103308
0.03562944 4.55984955
0.03824508 4.55892356
0.04086073 4.55843488
0.04347641 4.55858192
0.04609205 4.55958008
0.04870770 4.56165986
0.05132335 4.56506493
0.05393899 4.57004992
0.05655464 4.57687775
0.05917032 4.58581640
0.06178596 4.59713471
0.06440161 4.61109672
0.06701726 4.62795389
0.06963290 4.64793472
0.07224855 4.67123096
0.07486423 4.69798053
0.07747987 4.72824834
0.08009552 4.76200795
0.08271117 4.79912898
0.08532681 4.83937511
0.08794246 4.88241459
0.09055814 4.92783840
0.09317378 4.97517595
0.09578943 5.02390003
0.09840507 5.07342225
0.10102072 5.12309027
0.10363637 5.17219859
0.10625201 5.22001548
0.10886769 5.26581934
0.11148334 5.30893597
0.11409898 5.34877118
0.11671463 5.38483711
0.11933028 5.41677196
0.12194592 5.44435292
0.12456160 5.46750138
0.12717725 5.48628007
0.12979289 5.50088199
0.13240854 5.51161259
0.13502419 5.51886717
0.13763983 5.52310602
0.14025551 5.52482921
0.14287116 5.52455258
0.14548680 5.52278505
0.14810245 5.52000751
0.15071810 5.51665297
0.15333374 5.51308922
0.15594942 5.50960567
0.15856507 5.50640734
0.16118071 5.50361782
0.16379636 5.50129087
0.16641201 5.49942808
0.16902765 5.49799820
0.17164333 5.49695487
0.17425898 5.49625031
0.17687462 5.49584484
0.17949027 5.49571265
0.17949027 5.49571265
0.18196454 5.49571265
0.18443881 5.49571265
0.18691308 5.49571265
0.18938734 5.49571265
0.19186161 5.49571265
0.19433588 5.49571265
0.19681015 5.49571265
0.19681015 5.49571265
0.19942580 5.49584484
0.20204144 5.49625031
0.20465709 5.49695487
0.20727277 5.49799820
0.20988841 5.49942808
0.21250406 5.50129087
0.21511971 5.50361782
0.21773535 5.50640734
0.22035100 5.50960567
0.22296668 5.51308922
0.22558232 5.51665297
0.22819797 5.52000751
0.23081362 5.52278505
0.23342926 5.52455258
0.23604491 5.52482921
0.23866059 5.52310602
0.24127623 5.51886717
0.24389188 5.51161259
0.24650753 5.50088199
0.24912317 5.48628007
0.25173882 5.46750138
0.25435450 5.44435292
0.25697014 5.41677196
0.25958579 5.38483711
0.26220144 5.34877118
0.26481708 5.30893597
0.26743273 5.26581934
0.27004841 5.22001548
0.27266405 5.17219859
0.27527970 5.12309027
0.27789535 5.07342225
0.28051099 5.02390003
0.28312664 4.97517595
0.28574228 4.92783840
0.28835796 4.88241459
0.29097361 4.83937511
0.29358925 4.79912898
0.29620490 4.76200795
0.29882055 4.72824834
0.30143619 4.69798053
0.30405187 4.67123096
0.30666752 4.64793472
0.30928316 4.62795389
0.31189881 4.61109672
0.31451446 4.59713471
0.31713010 4.58581640
0.31974578 4.57687775
0.32236143 4.57004992
0.32497707 4.56506493
0.32759272 4.56165986
0.33020837 4.55958008
0.33282401 4.55858192
0.33543969 4.55843488
0.33805534 4.55892356
0.34067098 4.55984955
0.34328663 4.56103308
0.34590228 4.56231461
0.34851792 4.56355634
0.35113360 4.56464352
0.35374925 4.56548561
0.35636489 4.56601722
0.35898054 4.56619882
0.35898054 4.56619882
0.36161931 4.56601401
0.36425805 4.56547326
0.36689682 4.56461747
0.36953559 4.56351419
0.37217433 4.56225676
0.37481310 4.56096307
0.37745187 4.55977408
0.38009061 4.55885201
0.38272938 4.55837822
0.38536815 4.55855090
0.38800689 4.55958238
0.39064566 4.56169617
0.39328443 4.56512358
0.39592317 4.57009988
0.39856194 4.57685985
0.40120071 4.58563274
0.40383945 4.59663625
0.40647822 4.61006964
0.40911699 4.62610568
0.41175573 4.64488135
0.41439450 4.66648745
0.41703327 4.69095719
0.41967201 4.71825447
0.42231078 4.74826274
0.42494955 4.78077597
0.42758829 4.81549340
0.43022706 4.85201962
0.43286583 4.88987109
0.43550457 4.92848930
0.43814334 4.96725960
0.44078211 5.00553442
0.44342085 5.04265890
0.44605962 5.07799720
0.44869839 5.11095815
0.45133713 5.14101875
0.45397590 5.16774448
0.45661464 5.19080509
0.45925341 5.20998457
0.46189218 5.22518461
0.46453092 5.23642106
0.46716969 5.24381416
0.46980846 5.24757372
0.47244720 5.24798253
0.47508597 5.26332919
0.47772474 5.28387193
0.48036348 5.30335842
0.48300225 5.32181036
0.48564102 5.33923861
0.48827976 5.35564547
0.49091853 5.37102753
0.49355730 5.38537863
0.49619604 5.39869301
0.49883481 5.41096830
0.50147358 5.42220823
0.50411232 5.43242495
0.50675109 5.44164065
0.50938986 5.44988835
0.51202860 5.45721184
0.51466737 5.46366451
0.51730614 5.46930744
0.51994488 5.47420658
0.52258365 5.47842954
0.52522242 5.48204219
0.52786116 5.48510539
0.53049993 5.48767229
0.53313870 5.48978651
0.53577744 5.49148124
0.53841621 5.49277954
0.54105498 5.49369566
0.54369372 5.49423729
0.54633249 5.49440844
0.54633249 5.49440844
0.54880676 5.49440844
0.55128102 5.49440844
0.55375529 5.49440844
0.55622956 5.49440844
0.55870383 5.49440844
0.56117810 5.49440844
0.56365237 5.49440844
0.56365237 5.49440844
0.56629114 5.49423729
0.56892988 5.49369566
0.57156865 5.49277954
0.57420742 5.49148124
0.57684616 5.48978651
0.57948493 5.48767229
0.58212370 5.48510539
0.58476244 5.48204219
0.58740121 5.47842954
0.59003998 5.47420658
0.59267872 5.46930744
0.59531749 5.46366451
0.59795626 5.45721184
0.60059500 5.44988835
0.60323377 5.44164065
0.60587254 5.43242495
0.60851128 5.42220823
0.61115005 5.41096830
0.61378882 5.39869301
0.61642756 5.38537863
0.61906633 5.37102753
0.62170509 5.35564547
0.62434384 5.33923861
0.62698261 5.32181036
0.62962137 5.30335842
0.63226012 5.28387193
0.63489889 5.26332919
0.63753765 5.24798253
0.64017640 5.24757372
0.64281517 5.24381416
0.64545393 5.23642106
0.64809268 5.22518461
0.65073144 5.20998457
0.65337021 5.19080509
0.65600896 5.16774448
0.65864772 5.14101875
0.66128647 5.11095815
0.66392524 5.07799720
0.66656400 5.04265890
0.66920275 5.00553442
0.67184152 4.96725960
0.67448028 4.92848930
0.67711903 4.88987109
0.67975779 4.85201962
0.68239656 4.81549340
0.68503531 4.78077597
0.68767407 4.74826274
0.69031284 4.71825447
0.69295159 4.69095719
0.69559035 4.66648745
0.69822912 4.64488135
0.70086787 4.62610568
0.70350663 4.61006964
0.70614540 4.59663625
0.70878415 4.58563274
0.71142291 4.57685985
0.71406168 4.57009988
0.71670042 4.56512358
0.71933919 4.56169617
0.72197796 4.55958238
0.72461670 4.55855090
0.72725547 4.55837822
0.72989424 4.55885201
0.73253298 4.55977408
0.73517175 4.56096307
0.73781052 4.56225676
0.74044926 4.56351419
0.74308803 4.56461747
0.74572680 4.56547326
0.74836554 4.56601401
0.75100431 4.56619882

0.00000000 6.74385844
0.00247427 6.74385844
0.00494854 6.74385844
0.00742281 6.74385844
0.00989707 6.74385844
0.01237134 6.74385844
0.01484561 6.74385844
0.01731988 6.74385844
0.01731988 6.74385844
0.01993553 6.74301385
0.02255117 6.74053631
0.02516682 6.73658040
0.02778250 6.73136084
0.03039814 6.72511117
0.03301379 6.71805274
0.03562944 6.71037849
0.03824508 6.70224882
0.04086073 6.69379465
0.04347641 6.68512352
0.04609205 6.67632645
0.04870770 6.66748408
0.05132335 6.65867194
0.05393899 6.64996466
0.05655464 6.64143924
0.05917032 6.63317762
0.06178596 6.62526860
0.06440161 6.61780931
0.06701726 6.61090614
0.06963290 6.60467532
0.07224855 6.59924293
0.07486423 6.59474436
0.07747987 6.59132309
0.08009552 6.58912879
0.08271117 6.58831452
0.08532681 6.58903322
0.08794246 6.59143363
0.09055814 6.59565571
0.09317378 6.60182627
0.09578943 6.61005506
0.09840507 6.62043201
0.10102072 6.63302593
0.10363637 6.64788490
0.10625201 6.66503798
0.10886769 6.68449741
0.11148334 6.70626005
0.11409898 6.73030672
0.11671463 6.75659855
0.11933028 6.78507023
0.12194592 6.79633958
0.12456160 6.78134188
0.12717725 6.76552253
0.12979289 6.74900686
0.13240854 6.73193097
0.13502419 6.71444048
0.13763983 6.69668916
0.14025551 6.67883748
0.14287116 6.66105113
0.14548680 6.64349942
0.14810245 6.62635360
0.15071810 6.60978510
0.15333374 6.59396362
0.15594942 6.57905510
0.15856507 6.56521957
0.16118071 6.55260895
0.16379636 6.54136468
0.16641201 6.53161543
0.16902765 6.52347478
0.17164333 6.51703908
0.17425898 6.51238552
0.17687462 6.50957048
0.17949027 6.50862828
0.17949027 6.50862828
0.18196454 6.50862828
0.18443881 6.50862828
0.18691308 6.50862828
0.18938734 6.50862828
0.19186161 6.50862828
0.19433588 6.50862828
0.19681015 6.50862828
0.19681015 6.50862828
0.19942580 6.50957048
0.20204144 6.51238552
0.20465709 6.51703908
0.20727277 6.52347478
0.20988841 6.53161543
0.21250406 6.54136468
0.21511971 6.55260895
0.21773535 6.56521957
0.22035100 6.57905510
0.22296668 6.59396362
0.22558232 6.60978510
0.22819797 6.62635360
0.23081362 6.64349942
0.23342926 6.66105113
0.23604491 6.67883748
0.23866059 6.69668916
0.24127623 6.71444048
0.24389188 6.73193097
0.24650753 6.74900686
0.24912317 6.76552253
0.25173882 6.78134188
0.25435450 6.79633958
0.25697014 6.78507023
0.25958579 6.75659855
0.26220144 6.73030672
0.26481708 6.70626005
0.26743273 6.68449741
0.27004841 6.66503798
0.27266405 6.64788490
0.27527970 6.63302593
0.27789535 6.62043201
0.28051099 6.61005506
0.28312664 6.60182627
0.28574228 6.59565571
0.28835796 6.59143363
0.29097361 6.58903322
0.29358925 6.58831452
0.29620490 6.58912879
0.29882055 6.59132309
0.30143619 6.59474436
0.30405187 6.59924293
0.30666752 6.60467532
0.30928316 6.61090614
0.31189881 6.61780931
0.31451446 6.62526860
0.31713010 6.63317762
0.31974578 6.64143924
0.32236143 6.64996466
0.32497707 6.65867194
0.32759272 6.66748408
0.33020837 6.67632645
0.33282401 6.68512352
0.33543969 6.69379465
0.33805534 6.70224882
0.34067098 6.71037849
0.34328663 6.71805274
0.34590228 6.72511117
0.34851792 6.73136084
0.35113360 6.73658040
0.35374925 6.74053631
0.35636489 6.74301385
0.35898054 6.74385844
0.35898054 6.74385844
0.36161931 6.74299963
0.36425805 6.74047979
0.36689682 6.73646045
0.36953559 6.73116509
0.37217433 6.72483707
0.37481310 6.71770803
0.37745187 6.70998190
0.38009061 6.70183121
0.38272938 6.69340066
0.38536815 6.68481370
0.38800689 6.67617950
0.39064566 6.66759915
0.39328443 6.65917070
0.39592317 6.65099299
0.39856194 6.64316842
0.40120071 6.63580471
0.40383945 6.62901598
0.40647822 6.62292302
0.40911699 6.61765306
0.41175573 6.61333877
0.41439450 6.61011674
0.41703327 6.60812527
0.41967201 6.60750145
0.42231078 6.60837754
0.42494955 6.61087657
0.42758829 6.61510736
0.43022706 6.62115881
0.43286583 6.62909381
0.43550457 6.63894298
0.43814334 6.65069852
0.44078211 6.66430860
0.44342085 6.67967279
0.44605962 6.69663898
0.44869839 6.71500235
0.45133713 6.73450692
0.45397590 6.75485014
0.45661464 6.77569096
0.45925341 6.79666166
0.46189218 6.81738339
0.46453092 6.83748491
0.46716969 6.85662328
0.46980846 6.87450468
0.47244720 6.89090279
0.47508597 6.90567215
0.47772474 6.91875455
0.48036348 6.93017762
0.48300225 6.94004604
0.48564102 6.94852731
0.48827976 6.95583427
0.49091853 6.96220668
0.49355730 6.96789391
0.49619604 6.97313965
0.49883481 6.97816934
0.50147358 6.98318051
0.50411232 6.98833565
0.50675109 6.99375763
0.50938986 6.99952715
0.51202860 7.00568217
0.51466737 7.01221884
0.51730614 7.01909378
0.51994488 7.02622747
0.52258365 7.03350837
0.52522242 7.04079763
0.52786116 7.04793407
0.53049993 7.05473927
0.53313870 7.06102273
0.53577744 7.06658680
0.53841621 7.07123166
0.54105498 7.07476017
0.54369372 7.07698258
0.54633249 7.07772141
0.54633249 7.07772141
0.54880676 7.07772141
0.55128102 7.07772141
0.55375529 7.07772141
0.55622956 7.07772141
0.55870383 7.07772141
0.56117810 7.07772141
0.56365237 7.07772141
0.56365237 7.07772141
0.56629114 7.07698258
0.56892988 7.07476017
0.57156865 7.07123166
0.57420742 7.06658680
0.57684616 7.06102273
0.57948493 7.05473927
0.58212370 7.04793407
0.58476244 7.04079763
0.58740121 7.03350837
0.59003998 7.02622747
0.59267872 7.01909378
0.59531749 7.01221884
0.59795626 7.00568217
0.60059500 6.99952715
0.60323377 6.99375763
0.60587254 6.98833565
0.60851128 6.98318051
0.61115005 6.97816934
0.61378882 6.97313965
0.61642756 6.96789391
0.61906633 6.96220668
0.62170509 6.95583427
0.62434384 6.94852731
0.62698261 6.94004604
0.62962137 6.93017762
0.63226012 6.91875455
0.63489889 6.90567215
0.63753765 6.89090279
0.64017640 6.87450468
0.64281517 6.85662328
0.64545393 6.83748491
0.64809268 6.81738339
0.65073144 6.79666166
0.65337021 6.77569096
0.65600896 6.75485014
0.65864772 6.73450692
0.66128647 6.71500235
0.66392524 6.69663898
0.66656400 6.67967279
0.66920275 6.66430860
0.67184152 6.65069852
0.67448028 6.63894298
0.67711903 6.62909381
0.67975779 6.62115881
0.68239656 6.61510736
0.68503531 6.61087657
0.68767407 6.60837754
0.69031284 6.60750145
0.69295159 6.60812527
0.69559035 6.61011674
0.69822912 6.61333877
0.70086787 6.61765306
0.70350663 6.62292302
0.70614540 6.62901598
0.70878415 6.63580471
0.71142291 6.64316842
0.71406168 6.65099299
0.71670042 6.65917070
0.71933919 6.66759915
0.72197796 6.67617950
0.72461670 6.68481370
0.72725547 6.69340066
0.72989424 6.70183121
0.73253298 6.70998190
0.73517175 6.71770803
0.73781052 6.72483707
0.74044926 6.73116509
0.74308803 6.73646045
0.74572680 6.74047979
0.74836554 6.74299963
0.75100431 6.74385844

0.00000000 6.74385992
0.00247427 6.74385992
0.00494854 6.74385992
0.00742281 6.74385992
0.00989707 6.74385992
0.01237134 6.74385992
0.01484561 6.74385992
0.01731988 6.74385992
0.01731988 6.74385992
0.01993553 6.74424457
0.02255117 6.74539543
0.02516682 6.74730194
0.02778250 6.74994681
0.03039814 6.75330587
0.03301379 6.75734817
0.03562944 6.76203612
0.03824508 6.76732556
0.04086073 6.77316595
0.04347641 6.77950055
0.04609205 6.78626660
0.04870770 6.79339560
0.05132335 6.80081361
0.05393899 6.80844151
0.05655464 6.81619547
0.05917032 6.82398731
0.06178596 6.83172506
0.06440161 6.83931349
0.06701726 6.84665477
0.06963290 6.85364921
0.07224855 6.86019610
0.07486423 6.86619462
0.07747987 6.87154487
0.08009552 6.87614900
0.08271117 6.87991240
0.08532681 6.88274505
0.08794246 6.88456282
0.09055814 6.88528891
0.09317378 6.88485521
0.09578943 6.88320373
0.09840507 6.88028787
0.10102072 6.87607364
0.10363637 6.87054069
0.10625201 6.86368323
0.10886769 6.85551061
0.11148334 6.84604774
0.11409898 6.83533531
0.11671463 6.82342962
0.11933028 6.81040226
0.12194592 6.81562138
0.12456160 6.84810806
0.12717725 6.88233674
0.12979289 6.91806247
0.13240854 6.95499184
0.13502419 6.99279023
0.13763983 7.03109198
0.14025551 7.06951165
0.14287116 7.10765501
0.14548680 7.14512870
0.14810245 7.18154809
0.15071810 7.21654325
0.15333374 7.24976331
0.15594942 7.28087953
0.15856507 7.30958743
0.16118071 7.33560854
0.16379636 7.35869177
0.16641201 7.37861483
0.16902765 7.39518571
0.17164333 7.40824427
0.17425898 7.41766384
0.17687462 7.42335265
0.17949027 7.42525513
0.17949027 7.42525513
0.18196454 7.42525513
0.18443881 7.42525513
0.18691308 7.42525513
0.18938734 7.42525513
0.19186161 7.42525513
0.19433588 7.42525513
0.19681015 7.42525513
0.19681015 7.42525513
0.19942580 7.42335265
0.20204144 7.41766384
0.20465709 7.40824427
0.20727277 7.39518571
0.20988841 7.37861483
0.21250406 7.35869177
0.21511971 7.33560854
0.21773535 7.30958743
0.22035100 7.28087953
0.22296668 7.24976331
0.22558232 7.21654325
0.22819797 7.18154809
0.23081362 7.14512870
0.23342926 7.10765501
0.23604491 7.06951165
0.23866059 7.03109198
0.24127623 6.99279023
0.24389188 6.95499184
0.24650753 6.91806247
0.24912317 6.88233674
0.25173882 6.84810806
0.25435450 6.81562138
0.25697014 6.81040226
0.25958579 6.82342962
0.26220144 6.83533531
0.26481708 6.84604774
0.26743273 6.85551061
0.27004841 6.86368323
0.27266405 6.87054069
0.27527970 6.87607364
0.27789535 6.88028787
0.28051099 6.88320373
0.28312664 6.88485521
0.28574228 6.88528891
0.28835796 6.88456282
0.29097361 6.88274505
0.29358925 6.87991240
0.29620490 6.87614900
0.29882055 6.87154487
0.30143619 6.86619462
0.30405187 6.86019610
0.30666752 6.85364921
0.30928316 6.84665477
0.31189881 6.83931349
0.31451446 6.83172506
0.31713010 6.82398731
0.31974578 6.81619547
0.32236143 6.80844151
0.32497707 6.80081361
0.32759272 6.79339560
0.33020837 6.78626660
0.33282401 6.77950055
0.33543969 6.77316595
0.33805534 6.76732556
0.34067098 6.76203612
0.34328663 6.75734817
0.34590228 6.75330587
0.34851792 6.74994681
0.35113360 6.74730194
0.35374925 6.74539543
0.35636489 6.74424457
0.35898054 6.74385992
0.35898054 6.74385992
0.36161931 6.74425071
0.36425805 6.74542147
0.36689682 6.74735954
0.36953559 6.75004497
0.37217433 6.75344953
0.37481310 6.75753640
0.37745187 6.76225973
0.38009061 6.76756414
0.38272938 6.77338398
0.38536815 6.77964260
0.38800689 6.78625147
0.39064566 6.79310928
0.39328443 6.80010120
0.39592317 6.80709857
0.39856194 6.81395941
0.40120071 6.82053040
0.40383945 6.82665124
0.40647822 6.83216211
0.40911699 6.83691521
0.41175573 6.84079014
0.41439450 6.84371199
0.41703327 6.84566931
0.41967201 6.84672781
0.42231078 6.84703620
0.42494955 6.84682214
0.42758829 6.84637945
0.43022706 6.84604998
0.43286583 6.84620443
0.43550457 6.84722528
0.43814334 6.84949337
0.44078211 6.85337766
0.44342085 6.85922698
0.44605962 6.86736213
0.44869839 6.87806723
0.45133713 6.89158002
0.45397590 6.90808148
0.45661464 6.92768616
0.45925341 6.95043494
0.46189218 6.97629151
0.46453092 7.00514385
0.46716969 7.03681063
0.46980846 7.07105171
0.47244720 7.10758147
0.47508597 7.14608319
0.47772474 7.18622305
0.48036348 7.22766258
0.48300225 7.27006904
0.48564102 7.31312350
0.48827976 7.35652673
0.49091853 7.40000325
0.49355730 7.44330391
0.49619604 7.48620733
0.49883481 7.52852046
0.50147358 7.57007856
0.50411232 7.61074469
0.50675109 7.65040887
0.50938986 7.68898687
0.51202860 7.72641881
0.51466737 7.76266747
0.51730614 7.79771641
0.51994488 7.83156788
0.52258365 7.86424055
0.52522242 7.89576702
0.52786116 7.92619117
0.53049993 7.95556530
0.53313870 7.98394695
0.53577744 8.01139549
0.53841621 8.03796811
0.54105498 8.06371472
0.54369372 8.08866542
0.54633249 8.11039104
0.54633249 8.11039104
0.54880676 8.11039104
0.55128102 8.11039104
0.55375529 8.11039104
0.55622956 8.11039104
0.55870383 8.11039104
0.56117810 8.11039104
0.56365237 8.11039104
0.56365237 8.11039104
0.56629114 8.08866542
0.56892988 8.06371472
0.57156865 8.03796811
0.57420742 8.01139549
0.57684616 7.98394695
0.57948493 7.95556530
0.58212370 7.92619117
0.58476244 7.89576702
0.58740121 7.86424055
0.59003998 7.83156788
0.59267872 7.79771641
0.59531749 7.76266747
0.59795626 7.72641881
0.60059500 7.68898687
0.60323377 7.65040887
0.60587254 7.61074469
0.60851128 7.57007856
0.61115005 7.52852046
0.61378882 7.48620733
0.61642756 7.44330391
0.61906633 7.40000325
0.62170509 7.35652673
0.62434384 7.31312350
0.62698261 7.27006904
0.62962137 7.22766258
0.63226012 7.18622305
0.63489889 7.14608319
0.63753765 7.10758147
0.64017640 7.07105171
0.64281517 7.03681063
0.64545393 7.00514385
0.64809268 6.97629151
0.65073144 6.95043494
0.65337021 6.92768616
0.65600896 6.90808148
0.65864772 6.89158002
0.66128647 6.87806723
0.66392524 6.86736213
0.66656400 6.85922698
0.66920275 6.85337766
0.67184152 6.84949337
0.67448028 6.84722528
0.67711903 6.84620443
0.67975779 6.84604998
0.68239656 6.84637945
0.68503531 6.84682214
0.68767407 6.84703620
0.69031284 6.84672781
0.69295159 6.84566931
0.69559035 6.84371199
0.69822912 6.84079014
0.70086787 6.83691521
0.70350663 6.83216211
0.70614540 6.82665124
0.70878415 6.82053040
0.71142291 6.81395941
0.71406168 6.80709857
0.71670042 6.80010120
0.71933919 6.79310928
0.72197796 6.78625147
0.72461670 6.77964260
0.72725547 6.77338398
0.72989424 6.76756414
0.73253298 6.76225973
0.73517175 6.75753640
0.73781052 6.75344953
0.74044926 6.75004497
0.74308803 6.74735954
0.74572680 6.74542147
0.74836554 6.74425071
0.75100431 6.74385992

0.00000000 6.99509697
0.00247427 6.99509697
0.00494854 6.99509697
0.00742281 6.99509697
0.00989707 6.99509697
0.01237134 6.99509697
0.01484561 6.99509697
0.01731988 6.99509697
0.01731988 6.99509697
0.01993553 6.99677423
0.02255117 7.00174086
0.02516682 7.00981685
0.02778250 7.02074518
0.03039814 7.03423362
0.03301379 7.04998598
0.03562944 7.06771822
0.03824508 7.08716160
0.04086073 7.10805698
0.04347641 7.13014272
0.04609205 7.15313550
0.04870770 7.17669893
0.05132335 7.20038628
0.05393899 7.22352787
0.05655464 7.24500948
0.05917032 7.26292597
0.06178596 7.27457799
0.06440161 7.27819420
0.06701726 7.27513585
0.06963290 7.26845521
0.07224855 7.26059404
0.07486423 7.25304821
0.07747987 7.24673160
0.08009552 7.24225001
0.08271117 7.24003962
0.08532681 7.24043233
0.08794246 7.24368714
0.09055814 7.25000606
0.09317378 7.25954328
0.09578943 7.27241133
0.09840507 7.28868608
0.10102072 7.30841094
0.10363637 7.33159996
0.10625201 7.35823954
0.10886769 7.38828795
0.11148334 7.42167267
0.11409898 7.45828580
0.11671463 7.49797835
0.11933028 7.54055466
0.12194592 7.58576813
0.12456160 7.63331895
0.12717725 7.68285417
0.12979289 7.73396965
0.13240854 7.78621316
0.13502419 7.83908807
0.13763983 7.89205730
0.14025551 7.94454789
0.14287116 7.99595767
0.14548680 8.04566614
0.14810245 8.09305222
0.15071810 8.13752070
0.15333374 8.17853683
0.15594942 8.21566464
0.15856507 8.24859998
0.16118071 8.27718829
0.16379636 8.30142013
0.16641201 8.32140481
0.16902765 8.33732946
0.17164333 8.34941380
0.17425898 8.35786950
0.17687462 8.36286858
0.17949027 8.36452216
0.17949027 8.36452216
0.18196454 8.36452216
0.18443881 8.36452216
0.18691308 8.36452216
0.18938734 8.36452216
0.19186161 8.36452216
0.19433588 8.36452216
0.19681015 8.36452216
0.19681015 8.36452216
0.19942580 8.36286858
0.20204144 8.35786950
0.20465709 8.34941380
0.20727277 8.33732946
0.20988841 8.32140481
0.21250406 8.30142013
0.21511971 8.27718829
0.21773535 8.24859998
0.22035100 8.21566464
0.22296668 8.17853683
0.22558232 8.13752070
0.22819797 8.09305222
0.23081362 8.04566614
0.23342926 7.99595767
0.23604491 7.94454789
0.23866059 7.89205730
0.24127623 7.83908807
0.24389188 7.78621316
0.24650753 7.73396965
0.24912317 7.68285417
0.25173882 7.63331895
0.25435450 7.58576813
0.25697014 7.54055466
0.25958579 7.49797835
0.26220144 7.45828580
0.26481708 7.42167267
0.26743273 7.38828795
0.27004841 7.35823954
0.27266405 7.33159996
0.27527970 7.30841094
0.27789535 7.28868608
0.28051099 7.27241133
0.28312664 7.25954328
0.28574228 7.25000606
0.28835796 7.24368714
0.29097361 7.24043233
0.29358925 7.24003962
0.29620490 7.24225001
0.29882055 7.24673160
0.30143619 7.25304821
0.30405187 7.26059404
0.30666752 7.26845521
0.30928316 7.27513585
0.31189881 7.27819420
0.31451446 7.27457799
0.31713010 7.26292597
0.31974578 7.24500948
0.32236143 7.22352787
0.32497707 7.20038628
0.32759272 7.17669893
0.33020837 7.15313550
0.33282401 7.13014272
0.33543969 7.10805698
0.33805534 7.08716160
0.34067098 7.06771822
0.34328663 7.04998598
0.34590228 7.03423362
0.34851792 7.02074518
0.35113360 7.00981685
0.35374925 7.00174086
0.35636489 6.99677423
0.35898054 6.99509697
0.35898054 6.99509697
0.36161931 6.99680390
0.36425805 7.00185727
0.36689682 7.01007112
0.36953559 7.02118082
0.37217433 7.03488722
0.37481310 7.05088985
0.37745187 7.06890505
0.38009061 7.08867195
0.38272938 7.10995142
0.38536815 7.13252222
0.38800689 7.15617666
0.39064566 7.18071712
0.39328443 7.20595354
0.39592317 7.23170203
0.39856194 7.25778433
0.40120071 7.28402796
0.40383945 7.31026678
0.40647822 7.33634093
0.40911699 7.33967602
0.41175573 7.33206972
0.41439450 7.32711481
0.41703327 7.32508533
0.41967201 7.32618004
0.42231078 7.33051453
0.42494955 7.33812292
0.42758829 7.34896845
0.43022706 7.36295954
0.43286583 7.37996696
0.43550457 7.39983874
0.43814334 7.42241098
0.44078211 7.44751435
0.44342085 7.47497730
0.44605962 7.50462706
0.44869839 7.53628962
0.45133713 7.56978953
0.45397590 7.60494995
0.45661464 7.64159307
0.45925341 7.67954008
0.46189218 7.71859792
0.46453092 7.74952535
0.46716969 7.76945858
0.46980846 7.79120531
0.47244720 7.81492676
0.47508597 7.84066993
0.47772474 7.86838664
0.48036348 7.89793425
0.48300225 7.92908072
0.48564102 7.96151355
0.48827976 7.99485015
0.49091853 8.02864747
0.49355730 8.06240905
0.49619604 8.09558926
0.49883481 8.12759544
0.50147358 8.15779094
0.50411232 8.18550417
0.50675109 8.21005086
0.50938986 8.23077626
0.51202860 8.24711902
0.51466737 8.25868571
0.51730614 8.26531152
0.51994488 8.26707993
0.52258365 8.26429080
0.52522242 8.25739127
0.52786116 8.24689812
0.53049993 8.23333473
0.53313870 8.21719152
0.53577744 8.19890760
0.53841621 8.17886663
0.54105498 8.15740094
0.54369372 8.13480568
0.54633249 8.11378000
0.54633249 8.11378000
0.54880676 8.11378000
0.55128102 8.11378000
0.55375529 8.11378000
0.55622956 8.11378000
0.55870383 8.11378000
0.56117810 8.11378000
0.56365237 8.11378000
0.56365237 8.11378000
0.56629114 8.13480568
0.56892988 8.15740094
0.57156865 8.17886663
0.57420742 8.19890760
0.57684616 8.21719152
0.57948493 8.23333473
0.58212370 8.24689812
0.58476244 8.25739127
0.58740121 8.26429080
0.59003998 8.26707993
0.59267872 8.26531152
0.59531749 8.25868571
0.59795626 8.24711902
0.60059500 8.23077626
0.60323377 8.21005086
0.60587254 8.18550417
0.60851128 8.15779094
0.61115005 8.12759544
0.61378882 8.09558926
0.61642756 8.06240905
0.61906633 8.02864747
0.62170509 7.99485015
0.62434384 7.96151355
0.62698261 7.92908072
0.62962137 7.89793425
0.63226012 7.86838664
0.63489889 7.84066993
0.63753765 7.81492676
0.64017640 7.79120531
0.64281517 7.76945858
0.64545393 7.74952535
0.64809268 7.71859792
