#k-distance eigenvalue[eV]
0.36768070 12.79212975
0.44121685 12.57642975
0.51475300 12.64622975
0.58828913 12.69202975
0.58828913 12.69202975
0.65365459 12.63732975
0.71902002 12.58142975
0.78438549 12.84002975
0.84975095 13.15512975
0.91511641 13.39252975
0.98048188 13.56832975
1.04584734 13.62272975
1.11121277 13.67592975
1.17657824 13.95672975
1.24194370 14.31782975
1.30730916 14.63112975
1.37267463 14.43132975
1.43804009 14.28122975
1.50340556 14.28152975
1.56877099 13.96462975
1.63413645 13.78162975
1.69950192 13.80572975
1.76486738 13.79182975
1.76486738 13.79182975
1.83279716 13.81262975
1.90072696 13.81722975
1.96865674 13.90342975
2.03658652 13.91332975
2.10451632 14.07222975
2.17244610 14.30332975
2.24037588 14.13832975
2.30830568 13.97442975
2.37623546 13.91222975
2.44416523 13.44702975
2.51209503 13.53032975
2.58002481 13.68292975
2.64795459 13.50042975
2.71588439 13.79722975
2.78381417 13.96702975

0.00000000 14.23902975
0.07353615 14.26782975
0.14707228 14.25662975
0.22060842 13.97722975
0.29414457 13.27872975
0.36768070 13.22442975
0.44121685 13.11452975
0.51475300 12.96622975
0.58828913 12.82312975
0.58828913 12.82312975
0.65365459 12.94462975
0.71902002 13.17182975
0.78438549 13.17902975
0.84975095 13.44752975
0.91511641 13.62402975
0.98048188 13.71202975
1.04584734 13.70642975
1.11121277 13.87572975
1.17657824 13.99362975
1.24194370 14.37782975
1.30730916 14.82002975
1.37267463 14.51952975
1.43804009 14.47302975
1.50340556 14.28402975
1.56877099 14.36752975
1.63413645 14.11552975
1.69950192 13.91862975
1.76486738 13.80852975
1.76486738 13.80852975
1.83279716 13.92002975
1.90072696 14.12272975
1.96865674 14.31972975
2.03658652 14.35992975
2.10451632 14.34092975
2.17244610 14.56292975
2.24037588 14.33222975
2.30830568 14.24492975
2.37623546 13.95442975
2.44416523 14.15702975
2.51209503 14.11402975
2.58002481 13.76032975
2.64795459 13.73062975
2.71588439 14.08912975
2.78381417 14.23902975

0.00000000 14.39482975
0.07353615 14.29292975
0.14707228 14.32792975
0.22060842 14.09802975
0.29414457 13.87642975
0.36768070 13.39842975
0.44121685 13.31002975
0.51475300 13.03162975
0.58828913 12.82322975
0.58828913 12.82322975
0.65365459 13.01212975
0.71902002 13.20732975
0.78438549 13.39072975
0.84975095 13.64112975
0.91511641 13.85552975
0.98048188 14.00572975
1.04584734 14.00202975
1.11121277 13.95412975
1.17657824 14.22352975
1.24194370 14.58102975
1.30730916 14.93642975
1.37267463 15.01292975
1.43804009 14.76462975
1.50340556 14.65962975
1.56877099 14.50092975
1.63413645 14.22062975
1.69950192 13.92612975
1.76486738 13.80852975
1.76486738 13.80852975
1.83279716 13.93572975
1.90072696 14.22942975
1.96865674 14.46502975
2.03658652 14.72802975
2.10451632 15.04102975
2.17244610 14.63852975
2.24037588 14.49832975
2.30830568 14.55872975
2.37623546 14.29432975
2.44416523 14.46132975
2.51209503 14.33292975
2.58002481 14.35982975
2.64795459 14.49042975
2.71588439 14.42122975
2.78381417 14.39482975

0.00000000 14.46072975
0.07353615 14.50252975
0.14707228 14.38532975
0.22060842 14.18112975
0.29414457 14.05992975
0.36768070 13.72832975
0.44121685 13.49992975
0.51475300 13.54952975
0.58828913 13.66882975
0.58828913 13.66882975
0.65365459 13.51662975
0.71902002 13.40812975
0.78438549 13.61682975
0.84975095 13.92202975
0.91511641 14.12462975
0.98048188 14.18372975
1.04584734 14.06042975
1.11121277 14.24642975
1.17657824 14.24612975
1.24194370 14.72402975
1.30730916 15.03002975
1.37267463 15.15412975
1.43804009 15.21662975
1.50340556 14.86322975
1.56877099 14.58272975
1.63413645 14.79272975
1.69950192 14.97332975
1.76486738 14.97852975
1.76486738 14.97852975
1.83279716 14.97022975
1.90072696 14.78102975
1.96865674 14.70322975
2.03658652 15.02972975
2.10451632 15.22742975
2.17244610 14.83312975
2.24037588 14.74562975
2.30830568 14.63062975
2.37623546 14.70392975
2.44416523 14.54232975
2.51209503 14.49162975
2.58002481 14.42582975
2.64795459 14.49802975
2.71588439 14.52592975
2.78381417 14.46072975

0.00000000 14.58882975
0.07353615 14.53752975
0.14707228 14.48262975
0.22060842 14.29652975
0.29414457 14.10352975
0.36768070 14.06812975
0.44121685 13.77232975
0.51475300 13.69772975
0.58828913 13.78102975
0.58828913 13.78102975
0.65365459 13.76632975
0.71902002 13.78262975
0.78438549 13.78552975
0.84975095 13.99442975
0.91511641 14.40312975
0.98048188 14.35542975
1.04584734 14.51882975
1.11121277 14.43902975
1.17657824 14.65902975
1.24194370 14.96372975
1.30730916 15.03282975
1.37267463 15.43992975
1.43804009 15.77572975
1.50340556 15.69392975
1.56877099 15.53132975
1.63413645 15.41692975
1.69950192 15.35842975
1.76486738 15.36072975
1.76486738 15.36072975
1.83279716 15.36082975
1.90072696 15.43142975
1.96865674 15.58242975
2.03658652 15.75222975
2.10451632 15.49982975
2.17244610 15.06172975
2.24037588 15.19152975
2.30830568 14.67012975
2.37623546 14.71862975
2.44416523 14.81482975
2.51209503 14.71632975
2.58002481 14.84672975
2.64795459 15.02862975
2.71588439 14.82182975
2.78381417 14.58882975

0.00000000 14.78192975
0.07353615 14.84292975
0.14707228 14.62602975
0.22060842 14.33182975
0.29414457 14.52922975
0.36768070 14.27922975
0.44121685 14.19822975
0.51475300 14.02502975
0.58828913 13.78102975
0.58828913 13.78102975
0.65365459 13.94612975
0.71902002 13.96792975
0.78438549 14.26242975
0.84975095 14.44532975
0.91511641 14.59442975
0.98048188 14.57892975
1.04584734 14.64602975
1.11121277 14.59792975
1.17657824 14.79962975
1.24194370 15.07102975
1.30730916 15.21352975
1.37267463 15.48762975
1.43804009 15.91392975
1.50340556 16.04512975
1.56877099 15.81292975
1.63413645 15.55732975
1.69950192 15.37022975
1.76486738 15.36072975
1.76486738 15.36072975
1.83279716 15.37192975
1.90072696 15.57492975
1.96865674 15.81682975
2.03658652 15.83582975
2.10451632 15.56722975
2.17244610 15.60802975
2.24037588 15.27682975
2.30830568 15.47012975
2.37623546 15.12892975
2.44416523 14.98442975
2.51209503 14.97752975
2.58002481 15.14542975
2.64795459 15.12482975
2.71588439 14.89002975
2.78381417 14.78192975

0.00000000 15.18412975
0.07353615 15.12822975
0.14707228 14.89952975
0.22060842 14.63852975
0.29414457 14.53432975
0.36768070 14.40952975
0.44121685 14.26492975
0.51475300 14.06992975
0.58828913 13.95012975
0.58828913 13.95012975
0.65365459 14.00572975
0.71902002 14.22862975
0.78438549 14.41162975
0.84975095 14.70692975
0.91511641 14.74522975
0.98048188 14.58552975
1.04584734 14.65222975
1.11121277 14.83262975
1.17657824 15.02312975
1.24194370 15.32332975
1.30730916 15.40282975
1.37267463 15.81642975
1.43804009 16.16772975
1.50340556 16.24662975
1.56877099 15.90912975
1.63413645 15.63372975
1.69950192 15.51912975
1.76486738 15.48062975
1.76486738 15.48062975
1.83279716 15.52202975
1.90072696 15.64082975
1.96865674 15.89222975
2.03658652 15.99262975
2.10451632 15.83082975
2.17244610 15.73922975
2.24037588 15.69342975
2.30830568 15.69922975
2.37623546 15.58012975
2.44416523 15.10302975
2.51209503 15.22212975
2.58002481 15.44662975
2.64795459 15.19592975
2.71588439 15.24452975
2.78381417 15.18412975

0.00000000 15.29262975
0.07353615 15.28212975
0.14707228 14.98402975
0.22060842 14.83352975
0.29414457 14.71382975
0.36768070 14.71312975
0.44121685 14.52102975
0.51475300 14.50722975
0.58828913 14.69332975
0.58828913 14.69332975
0.65365459 14.59022975
0.71902002 14.65532975
0.78438549 14.72492975
0.84975095 14.76182975
0.91511641 14.85972975
0.98048188 15.05832975
1.04584734 14.73522975
1.11121277 14.94872975
1.17657824 15.28862975
1.24194370 15.33092975
1.30730916 15.44202975
1.37267463 15.91262975
1.43804009 16.22122975
1.50340556 16.30632975
1.56877099 16.32922975
1.63413645 16.35432975
1.69950192 16.43412975
1.76486738 16.48622975
1.76486738 16.48622975
1.83279716 16.43062975
1.90072696 16.34392975
1.96865674 16.23962975
2.03658652 16.13042975
2.10451632 16.16592975
2.17244610 16.03062975
2.24037588 15.80152975
2.30830568 16.05812975
2.37623546 15.86402975
2.44416523 15.77022975
2.51209503 15.67092975
2.58002481 15.51982975
2.64795459 15.61362975
2.71588439 15.37872975
2.78381417 15.29262975

0.00000000 15.65372975
0.07353615 15.53912975
0.14707228 15.12792975
0.22060842 15.05972975
0.29414457 14.96732975
0.36768070 14.93502975
0.44121685 14.94542975
0.51475300 14.82532975
0.58828913 14.69332975
0.58828913 14.69332975
0.65365459 14.79482975
0.71902002 14.81442975
0.78438549 14.81432975
0.84975095 14.95112975
0.91511641 15.22372975
0.98048188 15.22372975
1.04584734 15.34652975
1.11121277 15.54392975
1.17657824 15.64532975
1.24194370 15.50192975
1.30730916 15.51262975
1.37267463 15.94652975
1.43804009 16.28052975
1.50340556 16.47722975
1.56877099 16.69902975
1.63413645 16.99882975
1.69950192 16.92652975
1.76486738 16.80212975
1.76486738 16.80212975
1.83279716 16.93472975
1.90072696 16.92002975
1.96865674 16.62162975
2.03658652 16.51322975
2.10451632 16.26052975
2.17244610 16.17302975
2.24037588 16.49972975
2.30830568 16.39762975
2.37623546 16.51122975
2.44416523 16.32352975
2.51209503 16.10162975
2.58002481 15.85492975
2.64795459 15.79732975
2.71588439 15.74312975
2.78381417 15.65372975

0.00000000 15.74832975
0.07353615 15.56772975
0.14707228 15.15802975
0.22060842 15.22762975
0.29414457 15.04142975
0.36768070 15.18832975
0.44121685 15.00622975
0.51475300 14.96042975
0.58828913 14.93282975
0.58828913 14.93282975
0.65365459 15.01312975
0.71902002 15.17732975
0.78438549 15.35472975
0.84975095 15.42102975
0.91511641 15.26882975
0.98048188 15.51762975
1.04584734 15.58272975
1.11121277 15.55122975
1.17657824 15.65262975
1.24194370 15.83112975
1.30730916 15.77402975
1.37267463 16.12452975
1.43804009 16.37182975
1.50340556 16.56882975
1.56877099 16.93522975
1.63413645 17.12872975
1.69950192 17.23312975
1.76486738 17.23902975
1.76486738 17.23902975
1.83279716 17.22792975
1.90072696 17.18732975
1.96865674 16.98292975
2.03658652 16.71482975
2.10451632 16.35842975
2.17244610 16.51582975
2.24037588 16.60892975
2.30830568 16.63202975
2.37623546 16.56432975
2.44416523 16.40512975
2.51209503 16.28382975
2.58002481 16.25472975
2.64795459 16.04472975
2.71588439 15.96162975
2.78381417 15.74832975

0.00000000 16.19762975
0.07353615 15.67372975
0.14707228 15.79732975
0.22060842 15.44322975
0.29414457 15.13892975
0.36768070 15.20102975
0.44121685 15.29432975
0.51475300 15.07192975
0.58828913 14.93282975
0.58828913 14.93282975
0.65365459 15.02202975
0.71902002 15.27702975
0.78438549 15.56672975
0.84975095 15.61632975
0.91511641 15.42152975
0.98048188 15.58002975
1.04584734 15.75272975
1.11121277 15.80092975
1.17657824 15.84022975
1.24194370 15.93482975
1.30730916 16.20642975
1.37267463 16.33202975
1.43804009 16.61412975
1.50340556 16.80362975
1.56877099 17.19412975
1.63413645 17.41592975
1.69950192 17.30482975
1.76486738 17.23902975
1.76486738 17.23902975
1.83279716 17.31202975
1.90072696 17.45442975
1.96865674 17.33352975
2.03658652 16.76092975
2.10451632 16.69242975
2.17244610 16.72732975
2.24037588 16.73642975
2.30830568 16.71242975
2.37623546 16.75422975
2.44416523 16.74832975
2.51209503 16.48942975
2.58002481 16.27912975
2.64795459 16.24462975
2.71588439 16.15352975
2.78381417 16.19762975

0.00000000 16.25512975
0.07353615 15.99302975
0.14707228 15.88652975
0.22060842 15.68272975
0.29414457 15.82432975
0.36768070 15.62522975
0.44121685 15.67022975
0.51475300 15.84372975
0.58828913 15.77992975
0.58828913 15.77992975
0.65365459 15.82992975
0.71902002 15.84712975
0.78438549 15.72642975
0.84975095 15.66262975
0.91511641 15.82092975
0.98048188 15.66692975
1.04584734 15.82232975
1.11121277 15.97982975
1.17657824 16.09732975
1.24194370 16.16512975
1.30730916 16.31902975
1.37267463 16.60982975
1.43804009 16.70562975
1.50340556 17.11692975
1.56877099 17.65962975
1.63413645 17.53252975
1.69950192 17.61542975
1.76486738 17.68442975
1.76486738 17.68442975
1.83279716 17.60852975
1.90072696 17.58542975
1.96865674 17.44192975
2.03658652 16.90002975
2.10451632 16.97282975
2.17244610 16.81872975
2.24037588 16.91432975
2.30830568 16.94042975
2.37623546 16.84702975
2.44416523 16.76822975
2.51209503 16.63812975
2.58002481 16.33542975
2.64795459 16.27862975
2.71588439 16.23132975
2.78381417 16.25512975

0.00000000 16.45482975
0.07353615 16.26472975
0.14707228 16.13122975
0.22060842 16.01362975
0.29414457 16.04142975
0.36768070 15.83062975
0.44121685 15.93122975
0.51475300 15.86082975
0.58828913 15.87482975
0.58828913 15.87482975
0.65365459 15.87282975
0.71902002 16.01002975
0.78438549 16.10082975
0.84975095 15.90262975
0.91511641 15.88932975
0.98048188 16.06372975
1.04584734 16.12622975
1.11121277 16.15022975
1.17657824 16.19252975
1.24194370 16.21352975
1.30730916 16.44912975
1.37267463 16.69002975
1.43804009 16.86812975
1.50340556 17.29292975
1.56877099 17.67062975
1.63413645 17.67792975
1.69950192 17.64952975
1.76486738 17.70242975
1.76486738 17.70242975
1.83279716 17.65422975
1.90072696 17.63422975
1.96865674 17.52542975
2.03658652 17.17712975
2.10451632 17.05582975
2.17244610 16.99992975
2.24037588 17.02612975
2.30830568 16.96982975
2.37623546 16.96892975
2.44416523 16.86012975
2.51209503 16.64112975
2.58002481 16.51422975
2.64795459 16.43412975
2.71588439 16.48792975
2.78381417 16.45482975

0.00000000 16.56242975
0.07353615 16.40732975
0.14707228 16.17502975
0.22060842 16.50342975
0.29414457 16.30882975
0.36768070 16.15732975
0.44121685 16.15202975
0.51475300 16.36572975
0.58828913 16.60562975
0.58828913 16.60562975
0.65365459 16.46612975
0.71902002 16.22872975
0.78438549 16.23052975
0.84975095 16.12672975
0.91511641 16.06572975
0.98048188 16.13222975
1.04584734 16.31342975
1.11121277 16.34682975
1.17657824 16.42512975
1.24194370 16.45122975
1.30730916 16.66672975
1.37267463 16.75732975
1.43804009 16.98522975
1.50340556 17.39142975
1.56877099 17.91092975
1.63413645 17.80892975
1.69950192 17.71182975
1.76486738 17.70242975
1.76486738 17.70242975
1.83279716 17.70962975
1.90072696 17.79722975
1.96865674 17.81052975
2.03658652 17.52902975
2.10451632 17.09782975
2.17244610 17.04082975
2.24037588 17.11392975
2.30830568 17.08422975
2.37623546 17.09692975
2.44416523 17.05862975
2.51209503 16.85242975
2.58002481 16.71992975
2.64795459 16.59632975
2.71588439 16.55922975
2.78381417 16.56242975

0.00000000 16.64242975
0.07353615 16.70292975
0.14707228 16.50682975
0.22060842 16.63002975
0.29414457 16.50852975
0.36768070 16.66152975
0.44121685 16.65742975
0.51475300 16.62732975
0.58828913 16.68372975
0.58828913 16.68372975
0.65365459 16.52472975
0.71902002 16.44142975
0.78438549 16.39392975
0.84975095 16.44102975
0.91511641 16.10652975
0.98048188 16.18472975
1.04584734 16.38312975
1.11121277 16.58592975
1.17657824 16.59632975
1.24194370 16.45232975
1.30730916 16.90892975
1.37267463 17.01362975
1.43804009 17.11632975
1.50340556 17.56842975
1.56877099 17.98562975
1.63413645 18.27682975
1.69950192 18.76592975
1.76486738 18.75392975
1.76486738 18.75392975
1.83279716 18.72962975
1.90072696 18.12872975
1.96865674 17.87802975
2.03658652 17.78222975
2.10451632 17.34472975
2.17244610 17.43802975
2.24037588 17.27262975
2.30830568 17.28642975
2.37623546 17.24002975
2.44416523 17.11332975
2.51209503 16.88712975
2.58002481 16.73052975
2.64795459 16.61582975
2.71588439 16.56932975
2.78381417 16.64242975

0.00000000 16.71582975
0.07353615 16.87872975
0.14707228 16.91112975
0.22060842 16.76612975
0.29414457 16.78972975
0.36768070 16.78222975
0.44121685 16.66162975
0.51475300 16.82632975
0.58828913 16.68382975
0.58828913 16.68382975
0.65365459 16.91292975
0.71902002 17.07212975
0.78438549 16.92212975
0.84975095 16.53062975
0.91511641 16.36872975
0.98048188 16.45892975
1.04584734 16.61972975
1.11121277 16.84502975
1.17657824 16.99382975
1.24194370 17.26462975
1.30730916 17.10742975
1.37267463 17.28262975
1.43804009 17.20802975
1.50340556 17.64842975
1.56877099 18.08332975
1.63413645 18.52362975
1.69950192 18.83312975
1.76486738 19.19862975
1.76486738 19.19862975
1.83279716 18.83312975
1.90072696 18.40512975
1.96865674 18.01342975
2.03658652 17.93312975
2.10451632 17.70792975
2.17244610 17.48242975
2.24037588 17.40162975
2.30830568 17.35562975
2.37623546 17.41122975
2.44416523 17.18972975
2.51209503 17.09932975
2.58002481 16.94272975
2.64795459 16.82782975
2.71588439 16.76682975
2.78381417 16.71582975

0.00000000 16.86362975
0.07353615 16.89492975
0.14707228 16.94512975
0.22060842 16.98792975
0.29414457 16.86442975
0.36768070 16.89532975
0.44121685 17.11282975
0.51475300 17.21082975
0.58828913 17.46882975
0.58828913 17.46882975
0.65365459 17.32552975
0.71902002 17.11452975
0.78438549 16.96092975
0.84975095 16.95172975
0.91511641 16.93312975
0.98048188 16.72402975
1.04584734 16.75722975
1.11121277 17.10402975
1.17657824 17.15922975
1.24194370 17.43052975
1.30730916 17.36302975
1.37267463 17.38902975
1.43804009 17.57072975
1.50340556 17.84742975
1.56877099 18.10782975
1.63413645 18.66742975
1.69950192 19.07702975
1.76486738 19.22322975
1.76486738 19.22322975
1.83279716 19.12082975
1.90072696 18.59702975
1.96865674 18.12422975
2.03658652 18.11642975
2.10451632 17.87972975
2.17244610 17.66672975
2.24037588 17.50762975
2.30830568 17.60422975
2.37623546 17.61982975
2.44416523 17.39282975
2.51209503 17.41882975
2.58002481 17.30052975
2.64795459 16.95822975
2.71588439 16.84052975
2.78381417 16.86362975

0.00000000 17.04932975
0.07353615 17.11242975
0.14707228 17.14322975
0.22060842 17.06152975
0.29414457 17.22072975
0.36768070 17.41592975
0.44121685 17.52272975
0.51475300 17.54172975
0.58828913 17.51962975
0.58828913 17.51962975
0.65365459 17.39992975
0.71902002 17.42032975
0.78438549 17.14692975
0.84975095 17.02072975
0.91511641 17.06952975
0.98048188 17.21712975
1.04584734 17.45462975
1.11121277 17.40022975
1.17657824 17.65572975
1.24194370 17.46602975
1.30730916 17.55772975
1.37267463 17.55482975
1.43804009 17.85552975
1.50340556 18.04562975
1.56877099 18.15392975
1.63413645 18.70542975
1.69950192 19.16092975
1.76486738 19.22322975
1.76486738 19.22322975
1.83279716 19.13242975
1.90072696 18.84862975
1.96865674 18.53352975
2.03658652 18.39442975
2.10451632 18.02872975
2.17244610 17.73232975
2.24037588 17.60032975
2.30830568 17.70352975
2.37623546 17.66392975
2.44416523 17.76832975
2.51209503 17.61022975
2.58002481 17.36122975
2.64795459 17.04652975
2.71588439 16.99002975
2.78381417 17.04932975

0.00000000 17.14452975
0.07353615 17.26392975
0.14707228 17.19882975
0.22060842 17.10812975
0.29414457 17.23832975
0.36768070 17.52042975
0.44121685 17.69522975
0.51475300 17.70632975
0.58828913 17.51972975
0.58828913 17.51972975
0.65365459 17.73002975
0.71902002 17.52952975
0.78438549 17.47602975
0.84975095 17.39212975
0.91511641 17.34122975
0.98048188 17.33862975
1.04584734 17.57042975
1.11121277 17.87112975
1.17657824 17.69772975
1.24194370 17.70812975
1.30730916 17.92102975
1.37267463 17.61612975
1.43804009 18.03662975
1.50340556 18.40672975
1.56877099 18.31222975
1.63413645 18.89952975
1.69950192 19.43232975
1.76486738 19.50442975
1.76486738 19.50442975
1.83279716 19.35902975
1.90072696 19.00862975
1.96865674 18.55782975
2.03658652 18.40372975
2.10451632 18.28062975
2.17244610 17.91452975
2.24037588 17.84552975
2.30830568 17.71782975
2.37623546 17.78372975
2.44416523 17.80232975
2.51209503 17.67292975
2.58002481 17.48322975
2.64795459 17.26352975
2.71588439 17.03832975
2.78381417 17.14452975

0.00000000 17.16232975
0.07353615 17.32522975
0.14707228 17.27532975
0.22060842 17.36272975
0.29414457 17.80782975
0.36768070 17.85692975
0.44121685 18.02842975
0.51475300 18.10502975
0.58828913 18.17882975
0.58828913 18.17882975
0.65365459 18.04592975
0.71902002 17.93712975
0.78438549 17.76862975
0.84975095 17.45992975
0.91511641 17.37712975
0.98048188 17.58492975
1.04584734 17.86522975
1.11121277 18.01292975
1.17657824 17.96912975
1.24194370 18.16362975
1.30730916 17.92392975
1.37267463 17.90102975
1.43804009 18.15822975
1.50340556 18.43972975
1.56877099 18.37522975
1.63413645 18.99282975
1.69950192 19.54532975
1.76486738 19.89902975
1.76486738 19.89902975
1.83279716 19.57332975
1.90072696 19.08312975
1.96865674 18.74182975
2.03658652 18.40952975
2.10451632 18.42392975
2.17244610 18.11622975
2.24037588 17.93682975
2.30830568 17.90752975
2.37623546 17.88042975
2.44416523 17.83452975
2.51209503 17.71332975
2.58002481 17.57512975
2.64795459 17.27992975
2.71588439 17.12682975
2.78381417 17.16232975

0.00000000 17.21282975
0.07353615 17.37972975
0.14707228 17.57252975
0.22060842 17.57932975
0.29414457 17.94072975
0.36768070 18.03982975
0.44121685 18.07282975
0.51475300 18.37282975
0.58828913 18.78692975
0.58828913 18.78692975
0.65365459 18.49142975
0.71902002 18.18202975
0.78438549 17.79552975
0.84975095 17.97532975
0.91511641 17.89532975
0.98048188 17.73352975
1.04584734 17.96232975
1.11121277 18.26882975
1.17657824 18.20682975
1.24194370 18.17792975
1.30730916 18.09112975
1.37267463 18.33862975
1.43804009 18.19872975
1.50340556 18.47812975
1.56877099 18.99752975
1.63413645 19.09882975
1.69950192 19.63672975
1.76486738 19.89912975
1.76486738 19.89912975
1.83279716 19.61792975
1.90072696 19.23862975
1.96865674 18.92942975
2.03658652 18.65742975
2.10451632 18.52452975
2.17244610 18.28762975
2.24037588 18.03102975
2.30830568 18.00252975
2.37623546 17.90832975
2.44416523 18.07172975
2.51209503 18.02222975
2.58002481 17.69592975
2.64795459 17.50702975
2.71588439 17.41252975
2.78381417 17.21282975

0.00000000 17.42202975
0.07353615 17.62732975
0.14707228 17.96582975
0.22060842 18.20392975
0.29414457 18.14432975
0.36768070 18.42072975
0.44121685 18.75162975
0.51475300 18.95542975
0.58828913 18.78692975
0.58828913 18.78692975
0.65365459 18.79412975
0.71902002 18.26762975
0.78438549 18.06152975
0.84975095 18.03482975
0.91511641 18.07492975
0.98048188 18.26022975
1.04584734 18.45932975
1.11121277 18.53622975
1.17657824 18.31402975
1.24194370 18.27322975
1.30730916 18.54592975
1.37267463 18.52532975
1.43804009 18.81792975
1.50340556 18.60472975
1.56877099 19.03012975
1.63413645 19.55282975
1.69950192 19.75632975
1.76486738 20.21172975
1.76486738 20.21172975
1.83279716 19.70342975
1.90072696 19.42552975
1.96865674 18.98842975
2.03658652 18.68072975
2.10451632 18.63062975
2.17244610 18.29962975
2.24037588 18.04652975
2.30830568 18.07572975
2.37623546 18.25502975
2.44416523 18.31762975
2.51209503 18.11002975
2.58002481 17.92862975
2.64795459 17.83752975
2.71588439 17.55072975
2.78381417 17.42202975

0.00000000 17.61642975
0.07353615 17.68342975
0.14707228 18.07592975
0.22060842 18.49222975
0.29414457 18.53332975
0.36768070 18.85732975
0.44121685 19.06072975
0.51475300 19.20822975
0.58828913 19.19352975
0.58828913 19.19352975
0.65365459 19.05602975
0.71902002 18.88182975
0.78438549 18.48172975
0.84975095 18.19512975
0.91511641 18.27822975
0.98048188 18.45912975
1.04584734 18.47342975
1.11121277 18.64132975
1.17657824 18.75412975
1.24194370 18.77082975
1.30730916 18.76542975
1.37267463 18.96542975
1.43804009 18.96852975
1.50340556 18.90472975
1.56877099 19.24122975
1.63413645 19.55612975
1.69950192 19.83012975
1.76486738 20.21182975
1.76486738 20.21182975
1.83279716 19.96142975
1.90072696 19.52732975
1.96865674 19.11832975
2.03658652 18.79132975
2.10451632 18.71662975
2.17244610 18.34102975
2.24037588 18.12232975
2.30830568 18.17602975
2.37623546 18.40842975
2.44416523 18.46352975
2.51209503 18.51302975
2.58002481 18.15462975
2.64795459 17.87692975
2.71588439 17.70852975
2.78381417 17.61642975

0.00000000 17.73902975
0.07353615 17.85082975
0.14707228 18.34432975
0.22060842 18.57882975
0.29414457 18.58352975
0.36768070 18.87422975
0.44121685 19.18622975
0.51475300 19.35782975
0.58828913 19.45312975
0.58828913 19.45312975
0.65365459 19.34282975
0.71902002 18.96422975
0.78438549 18.60452975
0.84975095 18.29302975
0.91511641 18.52862975
0.98048188 18.83162975
1.04584734 19.08532975
1.11121277 18.84802975
1.17657824 19.21732975
1.24194370 18.80922975
1.30730916 18.81032975
1.37267463 19.10272975
1.43804009 19.02022975
1.50340556 18.96012975
1.56877099 19.37312975
1.63413645 19.76432975
1.69950192 19.97572975
1.76486738 20.22472975
1.76486738 20.22472975
1.83279716 19.99712975
1.90072696 19.56552975
1.96865674 19.20802975
2.03658652 18.84802975
2.10451632 18.74552975
2.17244610 18.78912975
2.24037588 18.63662975
2.30830568 18.43602975
2.37623546 18.55302975
2.44416523 18.78602975
2.51209503 18.62122975
2.58002481 18.33152975
2.64795459 17.97242975
2.71588439 17.76382975
2.78381417 17.73902975

0.00000000 17.77192975
0.07353615 18.06552975
0.14707228 18.39432975
0.22060842 18.65242975
0.29414457 19.10492975
0.36768070 19.25142975
0.44121685 19.39702975
0.51475300 19.46022975
0.58828913 19.45322975
0.58828913 19.45322975
0.65365459 19.44432975
0.71902002 19.34392975
0.78438549 19.27522975
0.84975095 18.90342975
0.91511641 18.74912975
0.98048188 19.05192975
1.04584734 19.14222975
1.11121277 19.01602975
1.17657824 19.47452975
1.24194370 19.35472975
1.30730916 18.94412975
1.37267463 19.21852975
1.43804009 19.48442975
1.50340556 19.47892975
1.56877099 19.43482975
1.63413645 19.91202975
1.69950192 20.18512975
1.76486738 20.29722975
1.76486738 20.29722975
1.83279716 20.03422975
1.90072696 19.61932975
1.96865674 19.33692975
2.03658652 19.13462975
2.10451632 18.81582975
2.17244610 18.98122975
2.24037588 18.97152975
2.30830568 18.68712975
2.37623546 18.71482975
2.44416523 18.89132975
2.51209503 18.84962975
2.58002481 18.55512975
2.64795459 18.29652975
2.71588439 18.06652975
2.78381417 17.77192975

0.00000000 18.07122975
0.07353615 18.17822975
0.14707228 18.46352975
0.22060842 18.81402975
0.29414457 19.14242975
0.36768070 19.28012975
0.44121685 19.61612975
0.51475300 19.58262975
0.58828913 19.73382975
0.58828913 19.73382975
0.65365459 19.70752975
0.71902002 19.54512975
0.78438549 19.32322975
0.84975095 19.52202975
0.91511641 19.30512975
0.98048188 19.14262975
1.04584734 19.16762975
1.11121277 19.35112975
1.17657824 19.49592975
1.24194370 19.65212975
1.30730916 19.62492975
1.37267463 19.44502975
1.43804009 19.50892975
1.50340556 19.73772975
1.56877099 20.02532975
1.63413645 20.08252975
1.69950192 20.33872975
1.76486738 20.41072975
1.76486738 20.41072975
1.83279716 20.17052975
1.90072696 19.84732975
1.96865674 19.44822975
2.03658652 19.31272975
2.10451632 19.05252975
2.17244610 19.20912975
2.24037588 19.07462975
2.30830568 18.89982975
2.37623546 18.84322975
2.44416523 19.06842975
2.51209503 18.97312975
2.58002481 18.81232975
2.64795459 18.50832975
2.71588439 18.14062975
2.78381417 18.07122975

0.00000000 18.51542975
0.07353615 18.42152975
0.14707228 18.87742975
0.22060842 19.30832975
0.29414457 19.36532975
0.36768070 19.58532975
0.44121685 19.75052975
0.51475300 19.77642975
0.58828913 19.75272975
0.58828913 19.75272975
0.65365459 19.80812975
0.71902002 19.63292975
0.78438549 19.63852975
0.84975095 19.52382975
0.91511641 19.78302975
0.98048188 19.81582975
1.04584734 19.43832975
1.11121277 19.41262975
1.17657824 19.61742975
1.24194370 19.79872975
1.30730916 19.90592975
1.37267463 19.61332975
1.43804009 19.60592975
1.50340556 20.01602975
