#k-distance eigenvalue[eV]
0.37155104 12.59648839
0.40251363 12.48248839
0.43347621 12.50988839
0.46443878 12.48508839
0.49540137 12.45998839
0.52636395 12.34088839
0.55732654 12.22888839
0.58828913 12.12818839
0.58828913 12.12818839
0.65021430 12.30658839
0.71213947 12.28708839
0.77406465 12.45588839
0.83598982 12.75758839
0.89791496 13.05118839
0.95984013 13.22668839
1.02176530 13.17558839
1.08369048 13.09208839
1.14561565 13.49028839
1.20754082 13.88138839
1.26946600 14.18308839
1.33139117 14.11468839
1.39331634 13.81608839
1.45524151 13.55838839
1.51716669 13.40578839
1.57909186 13.26298839
1.64101703 13.01328839
1.70294221 12.80668839
1.76486738 12.67678839
1.76486738 12.67678839
1.81849616 12.78178839
1.87212494 12.95408839
1.92575372 13.16448839
1.97938250 13.40348839
2.03301128 13.56828839
2.08664006 13.86148839
2.14026884 14.08038839
2.19389762 13.94428839
2.24752640 13.60818839
2.30115516 13.42308839
2.35478394 13.38828839
2.40841272 13.44138839
2.46204149 13.50818839
2.51567027 13.35578839
2.56929905 13.10408839
2.62292783 13.11078839
2.67655661 13.08688839
2.73018539 13.16658839
2.78381417 13.22478839

0.00000000 13.55448839
0.03096259 13.50888839
0.06192517 13.44248839
0.09288776 13.41808839
0.12385035 13.48328839
0.15481293 13.52258839
0.18577552 13.50228839
0.21673811 13.40818839
0.24770069 13.17888839
0.27866328 13.19238839
0.30962587 13.17458839
0.34058845 13.19418839
0.37155104 13.06758839
0.40251363 12.87528839
0.43347621 12.65748839
0.46443878 12.54948839
0.49540137 12.48948839
0.52636395 12.54388839
0.55732654 12.60478839
0.58828913 12.63678839
0.58828913 12.63678839
0.65021430 12.57108839
0.71213947 12.67518839
0.77406465 12.92658839
0.83598982 13.09238839
0.89791496 13.28968839
0.95984013 13.22958839
1.02176530 13.33848839
1.08369048 13.26298839
1.14561565 13.50738839
1.20754082 13.92508839
1.26946600 14.26188839
1.33139117 14.20218839
1.39331634 14.26548839
1.45524151 13.97988839
1.51716669 13.58878839
1.57909186 13.43518839
1.64101703 13.65818839
1.70294221 13.89528839
1.76486738 14.05088839
1.76486738 14.05088839
1.81849616 13.92238839
1.87212494 13.72608839
1.92575372 13.53358839
1.97938250 13.49168839
2.03301128 13.79228839
2.08664006 14.16078839
2.14026884 14.32068839
2.19389762 14.07178839
2.24752640 14.06898839
2.30115516 13.86328839
2.35478394 13.59508839
2.40841272 13.52918839
2.46204149 13.59738839
2.51567027 13.60408839
2.56929905 13.42428839
2.62292783 13.30548839
2.67655661 13.45068839
2.73018539 13.53238839
2.78381417 13.55448839

0.00000000 13.58768839
0.03096259 13.58608839
0.06192517 13.58168839
0.09288776 13.57378839
0.12385035 13.55688839
0.15481293 13.53408839
0.18577552 13.54878839
0.21673811 13.56878839
0.24770069 13.41528839
0.27866328 13.24898839
0.30962587 13.33368839
0.34058845 13.21848839
0.37155104 13.08748839
0.40251363 12.90868839
0.43347621 12.75558839
0.46443878 12.63058839
0.49540137 12.62868839
0.52636395 12.64428839
0.55732654 12.64308839
0.58828913 12.63688839
0.58828913 12.63688839
0.65021430 12.67598839
0.71213947 12.81998839
0.77406465 12.98298839
0.83598982 13.19938839
0.89791496 13.49688839
0.95984013 13.47828839
1.02176530 13.49678839
1.08369048 13.68018839
1.14561565 13.78878839
1.20754082 14.10758839
1.26946600 14.31998839
1.33139117 14.55638839
1.39331634 14.67218839
1.45524151 14.61268839
1.51716669 14.43768839
1.57909186 14.25958839
1.64101703 14.13708839
1.70294221 14.07688839
1.76486738 14.06068839
1.76486738 14.06068839
1.81849616 14.07278839
1.87212494 14.11698839
1.92575372 14.20938839
1.97938250 14.35978839
2.03301128 14.56578839
2.08664006 14.56218839
2.14026884 14.45138839
2.19389762 14.33698839
2.24752640 14.24748839
2.30115516 14.06498839
2.35478394 13.82888839
2.40841272 13.88868839
2.46204149 13.70938839
2.51567027 13.63098839
2.56929905 13.78448839
2.62292783 13.78768839
2.67655661 13.83558839
2.73018539 13.68218839
2.78381417 13.58768839

0.00000000 13.74458839
0.03096259 13.79418839
0.06192517 13.86498839
0.09288776 13.90538839
0.12385035 13.90278839
0.15481293 13.87438839
0.18577552 13.82938839
0.21673811 13.65588839
0.24770069 13.54508839
0.27866328 13.47048839
0.30962587 13.45868839
0.34058845 13.44748839
0.37155104 13.37398839
0.40251363 13.41198839
0.43347621 13.44088839
0.46443878 13.39728839
0.49540137 13.28508839
0.52636395 13.15348839
0.55732654 13.03978839
0.58828913 12.98968839
0.58828913 12.98968839
0.65021430 13.16138839
0.71213947 13.19158839
0.77406465 13.19998839
0.83598982 13.44628839
0.89791496 13.54198839
0.95984013 13.64938839
1.02176530 13.62058839
1.08369048 13.73048839
1.14561565 14.01648839
1.20754082 14.29578839
1.26946600 14.41368839
1.33139117 14.56498839
1.39331634 14.83588839
1.45524151 15.17488839
1.51716669 15.11618839
1.57909186 14.75098839
1.64101703 14.42968839
1.70294221 14.19588839
1.76486738 14.06068839
1.76486738 14.06068839
1.81849616 14.17248839
1.87212494 14.35528839
1.92575372 14.59838839
1.97938250 14.84168839
2.03301128 14.80658839
2.08664006 14.81468839
2.14026884 14.69048839
2.19389762 14.49488839
2.24752640 14.48748839
2.30115516 14.63328839
2.35478394 14.47198839
2.40841272 14.18428839
2.46204149 14.16628839
2.51567027 13.92648839
2.56929905 13.80958839
2.62292783 13.94458839
2.67655661 13.89138839
2.73018539 13.81508839
2.78381417 13.74458839

0.00000000 14.05658839
0.03096259 14.08688839
0.06192517 14.18368839
0.09288776 14.12188839
0.12385035 14.06748839
0.15481293 14.03338839
0.18577552 13.98428839
0.21673811 13.76948839
0.24770069 13.72788839
0.27866328 13.75838839
0.30962587 13.65818839
0.34058845 13.62638839
0.37155104 13.74858839
0.40251363 13.65978839
0.43347621 13.55348839
0.46443878 13.45328839
0.49540137 13.37068839
0.52636395 13.31588839
0.55732654 13.29098839
0.58828913 13.28648839
0.58828913 13.28648839
0.65021430 13.26968839
0.71213947 13.46048839
0.77406465 13.67478839
0.83598982 13.64678839
0.89791496 13.68218839
0.95984013 13.88028839
1.02176530 13.89028839
1.08369048 14.07348839
1.14561565 14.27078839
1.20754082 14.42178839
1.26946600 14.55288839
1.33139117 14.88048839
1.39331634 15.21498839
1.45524151 15.21628839
1.51716669 15.20208839
1.57909186 15.02228839
1.64101703 14.86618839
1.70294221 14.77278839
1.76486738 14.74218839
1.76486738 14.74218839
1.81849616 14.76508839
1.87212494 14.83448839
1.92575372 14.94958839
1.97938250 15.09118839
2.03301128 15.12088839
2.08664006 14.92468839
2.14026884 14.95788839
2.19389762 14.92668839
2.24752640 14.70878839
2.30115516 14.76158839
2.35478394 14.79488839
2.40841272 14.65108839
2.46204149 14.28278839
2.51567027 14.36388839
2.56929905 14.58878839
2.62292783 14.54028839
2.67655661 14.28648839
2.73018539 14.10958839
2.78381417 14.05658839

0.00000000 14.41388839
0.03096259 14.30038839
0.06192517 14.19948839
0.09288776 14.32238839
0.12385035 14.34608839
0.15481293 14.26728839
0.18577552 14.03558839
0.21673811 14.01928839
0.24770069 13.99528839
0.27866328 13.87208839
0.30962587 13.78338839
0.34058845 13.79378839
0.37155104 13.78618839
0.40251363 13.75608839
0.43347621 13.71708839
0.46443878 13.71838839
0.49540137 13.76458839
0.52636395 13.81628839
0.55732654 13.83528839
0.58828913 13.84568839
0.58828913 13.84568839
0.65021430 13.81438839
0.71213947 13.83618839
0.77406465 13.88218839
0.83598982 14.00278839
0.89791496 13.95028839
0.95984013 13.91238839
1.02176530 13.98138839
1.08369048 14.08718839
1.14561565 14.33648839
1.20754082 14.54598839
1.26946600 14.66788839
1.33139117 14.96018839
1.39331634 15.23338839
1.45524151 15.38068839
1.51716669 15.23358839
1.57909186 15.17298839
1.64101703 15.20128839
1.70294221 15.28838839
1.76486738 15.34618839
1.76486738 15.34618839
1.81849616 15.30068839
1.87212494 15.22068839
1.92575372 15.16958839
1.97938250 15.13298839
2.03301128 15.24458839
2.08664006 15.35388839
2.14026884 15.08668839
2.19389762 15.14008839
2.24752640 14.98478839
2.30115516 14.99528839
2.35478394 15.20678839
2.40841272 14.98438839
2.46204149 14.91878839
2.51567027 14.85278839
2.56929905 14.74138839
2.62292783 14.78898839
2.67655661 14.71208839
2.73018539 14.54358839
2.78381417 14.41388839

0.00000000 14.41848839
0.03096259 14.52968839
0.06192517 14.53928839
0.09288776 14.47378839
0.12385035 14.49898839
0.15481293 14.27738839
0.18577552 14.04798839
0.21673811 14.02488839
0.24770069 14.06278839
0.27866328 14.08098839
0.30962587 14.01148839
0.34058845 13.89578839
0.37155104 13.83838839
0.40251363 13.92758839
0.43347621 13.91978839
0.46443878 13.88248839
0.49540137 13.85128839
0.52636395 13.83538839
0.55732654 13.84628839
0.58828913 13.84568839
0.58828913 13.84568839
0.65021430 13.86938839
0.71213947 13.92758839
0.77406465 14.03948839
0.83598982 14.15318839
0.89791496 13.97568839
0.95984013 14.08218839
1.02176530 14.32798839
1.08369048 14.53108839
1.14561565 14.64618839
1.20754082 14.71278839
1.26946600 14.71298839
1.33139117 15.11098839
1.39331634 15.29038839
1.45524151 15.41418839
1.51716669 15.37288839
1.57909186 15.55138839
1.64101703 15.75738839
1.70294221 15.53388839
1.76486738 15.42288839
1.76486738 15.42288839
1.81849616 15.50818839
1.87212494 15.69098839
1.92575372 15.60598839
1.97938250 15.43498839
2.03301128 15.50378839
2.08664006 15.49048839
2.14026884 15.27168839
2.19389762 15.34058839
2.24752640 15.55858839
2.30115516 15.64398839
2.35478394 15.57298839
2.40841272 15.48788839
2.46204149 15.34068839
2.51567027 15.17568839
2.56929905 15.00418839
2.62292783 14.86148839
2.67655661 14.75298839
2.73018539 14.54398839
2.78381417 14.41848839

0.00000000 14.62228839
0.03096259 14.60068839
0.06192517 14.61008839
0.09288776 14.60978839
0.12385035 14.55398839
0.15481293 14.38248839
0.18577552 14.44678839
0.21673811 14.50508839
0.24770069 14.37808839
0.27866328 14.21708839
0.30962587 14.14448839
0.34058845 14.12418839
0.37155104 14.10338839
0.40251363 14.12908839
0.43347621 14.23978839
0.46443878 14.24778839
0.49540137 14.22418839
0.52636395 14.21318839
0.55732654 14.22448839
0.58828913 14.26568839
0.58828913 14.26568839
0.65021430 14.23138839
0.71213947 14.34778839
0.77406465 14.43998839
0.83598982 14.23318839
0.89791496 14.36968839
0.95984013 14.22028839
1.02176530 14.41628839
1.08369048 14.61178839
1.14561565 14.77798839
1.20754082 14.91508839
1.26946600 14.89768839
1.33139117 15.18708839
1.39331634 15.70888839
1.45524151 15.47808839
1.51716669 15.59288839
1.57909186 15.83238839
1.64101703 15.79928839
1.70294221 15.90628839
1.76486738 15.87888839
1.76486738 15.87888839
1.81849616 15.90398839
1.87212494 15.85608839
1.92575372 15.89468839
1.97938250 15.85658839
2.03301128 15.66638839
2.08664006 15.63608839
2.14026884 15.54718839
2.19389762 15.35148839
2.24752640 15.63868839
2.30115516 15.64418839
2.35478394 15.60208839
2.40841272 15.66258839
2.46204149 15.50618839
2.51567027 15.31628839
2.56929905 15.08738839
2.62292783 14.90228839
2.67655661 14.89398839
2.73018539 14.66768839
2.78381417 14.62228839

0.00000000 15.10018839
0.03096259 15.05798839
0.06192517 14.98888839
0.09288776 14.91788839
0.12385035 14.65348839
0.15481293 14.69338839
0.18577552 14.69258839
0.21673811 14.58048839
0.24770069 14.38908839
0.27866328 14.30678839
0.30962587 14.33348839
0.34058845 14.37498839
0.37155104 14.37538839
0.40251363 14.33328839
0.43347621 14.28408839
0.46443878 14.33928839
0.49540137 14.38558839
0.52636395 14.37568839
0.55732654 14.32598839
0.58828913 14.26568839
0.58828913 14.26568839
0.65021430 14.39598839
0.71213947 14.51898839
0.77406465 14.62118839
0.83598982 14.65198839
0.89791496 14.47368839
0.95984013 14.64448839
1.02176530 14.58918839
1.08369048 14.64228839
1.14561565 15.01408839
1.20754082 14.97658839
1.26946600 14.97208839
1.33139117 15.29768839
1.39331634 15.74988839
1.45524151 15.86198839
1.51716669 15.98488839
1.57909186 16.18258839
1.64101703 16.08558839
1.70294221 15.93558839
1.76486738 15.87888839
1.76486738 15.87888839
1.81849616 15.92188839
1.87212494 16.04258839
1.92575372 16.20638839
1.97938250 16.20728839
2.03301128 16.13228839
2.08664006 15.77628839
2.14026884 15.67978839
2.19389762 15.71418839
2.24752640 15.69018839
2.30115516 15.78478839
2.35478394 15.78798839
2.40841272 15.98798839
2.46204149 16.02148839
2.51567027 15.84438839
2.56929905 15.56798839
2.62292783 15.25598839
2.67655661 15.01408839
2.73018539 15.07578839
2.78381417 15.10018839

0.00000000 15.50778839
0.03096259 15.48258839
0.06192517 15.24638839
0.09288776 14.93958839
0.12385035 14.75568839
0.15481293 14.80638839
0.18577552 14.84508839
0.21673811 14.70528839
0.24770069 14.77438839
0.27866328 14.90208839
0.30962587 14.98558839
0.34058845 14.97028839
0.37155104 14.89638839
0.40251363 14.82718839
0.43347621 14.78088839
0.46443878 14.75498839
0.49540137 14.73948839
0.52636395 14.72958839
0.55732654 14.72598839
0.58828913 14.72588839
0.58828913 14.72588839
0.65021430 14.71528839
0.71213947 14.66078839
0.77406465 14.67468839
0.83598982 14.82998839
0.89791496 14.66978839
0.95984013 14.71098839
1.02176530 14.98298839
1.08369048 15.19498839
1.14561565 15.07848839
1.20754082 15.16898839
1.26946600 15.42958839
1.33139117 15.70048839
1.39331634 15.76648839
1.45524151 16.05198839
1.51716669 16.53778839
1.57909186 16.33058839
1.64101703 16.36158839
1.70294221 16.42898839
1.76486738 16.48318839
1.76486738 16.48318839
1.81849616 16.43688839
1.87212494 16.40528839
1.92575372 16.34408839
1.97938250 16.47968839
2.03301128 16.24338839
2.08664006 15.96658839
2.14026884 15.96948839
2.19389762 15.92658839
2.24752640 16.03288839
2.30115516 16.09448839
2.35478394 16.13458839
2.40841272 16.09778839
2.46204149 16.09648839
2.51567027 15.90468839
2.56929905 15.71568839
2.62292783 15.49378839
2.67655661 15.31328839
2.73018539 15.39648839
2.78381417 15.50778839

0.00000000 15.58728839
0.03096259 15.50418839
0.06192517 15.27668839
0.09288776 15.08858839
0.12385035 15.09388839
0.15481293 15.07108839
0.18577552 14.92218839
0.21673811 14.87278839
0.24770069 14.94588839
0.27866328 15.00648839
0.30962587 15.01258839
0.34058845 14.99598839
0.37155104 15.01738839
0.40251363 15.08218839
0.43347621 15.13098839
0.46443878 15.12318839
0.49540137 15.08648839
0.52636395 15.05238839
0.55732654 15.03298839
0.58828913 15.02768839
0.58828913 15.02768839
0.65021430 15.03978839
0.71213947 15.09178839
0.77406465 15.17788839
0.83598982 14.99858839
0.89791496 15.04638839
0.95984013 14.89038839
1.02176530 15.10068839
1.08369048 15.21428839
1.14561565 15.18958839
1.20754082 15.25748839
1.26946600 15.50658839
1.33139117 15.79528839
1.39331634 15.95638839
1.45524151 16.33298839
1.51716669 16.56768839
1.57909186 16.67448839
1.64101703 16.47418839
1.70294221 16.45338839
1.76486738 16.48318839
1.76486738 16.48318839
1.81849616 16.46198839
1.87212494 16.42958839
1.92575372 16.54938839
1.97938250 16.59518839
2.03301128 16.27538839
2.08664006 16.07448839
2.14026884 16.04818839
2.19389762 16.05748839
2.24752640 16.09418839
2.30115516 16.13018839
2.35478394 16.24018839
2.40841272 16.27898839
2.46204149 16.11518839
2.51567027 15.90668839
2.56929905 15.73208839
2.62292783 15.59338839
2.67655661 15.54638839
2.73018539 15.56308839
2.78381417 15.58728839

0.00000000 15.61578839
0.03096259 15.57868839
0.06192517 15.68598839
0.09288776 15.50018839
0.12385035 15.29928839
0.15481293 15.09398839
0.18577552 15.06438839
0.21673811 15.23788839
0.24770069 15.31578839
0.27866328 15.29658839
0.30962587 15.24508839
0.34058845 15.21868839
0.37155104 15.23698839
0.40251363 15.28158839
0.43347621 15.34628839
0.46443878 15.43078839
0.49540137 15.53578839
0.52636395 15.65628839
0.55732654 15.77458839
0.58828913 15.82678839
0.58828913 15.82678839
0.65021430 15.73448839
0.71213947 15.55198839
0.77406465 15.38738839
0.83598982 15.28928839
0.89791496 15.11278839
0.95984013 15.14668839
1.02176530 15.23508839
1.08369048 15.43328839
1.14561565 15.53628839
1.20754082 15.52288839
1.26946600 15.74478839
1.33139117 16.00148839
1.39331634 15.98758839
1.45524151 16.37878839
1.51716669 16.91068839
1.57909186 17.04308839
1.64101703 17.03428839
1.70294221 17.00738839
1.76486738 16.99498839
1.76486738 16.99498839
1.81849616 17.00428839
1.87212494 17.02518839
1.92575372 17.00608839
1.97938250 16.80608839
2.03301128 16.71468839
2.08664006 16.38398839
2.14026884 16.24948839
2.19389762 16.07308839
2.24752640 16.13238839
2.30115516 16.26698839
2.35478394 16.44598839
2.40841272 16.39658839
2.46204149 16.31708839
2.51567027 16.26918839
2.56929905 16.11718839
2.62292783 15.83698839
2.67655661 15.61498839
2.73018539 15.58408839
2.78381417 15.61578839

0.00000000 15.99478839
0.03096259 15.85968839
0.06192517 15.68738839
0.09288776 15.81068839
0.12385035 15.65218839
0.15481293 15.51758839
0.18577552 15.51388839
0.21673811 15.53738839
0.24770069 15.54578839
0.27866328 15.57238839
0.30962587 15.54278839
0.34058845 15.59528839
0.37155104 15.69018839
0.40251363 15.62728839
0.43347621 15.63598839
0.46443878 15.73468839
0.49540137 15.84788839
0.52636395 15.86148839
0.55732654 15.88288839
0.58828913 15.95188839
0.58828913 15.95188839
0.65021430 15.77378839
0.71213947 15.66268839
0.77406465 15.48418839
0.83598982 15.35228839
0.89791496 15.17308839
0.95984013 15.21868839
1.02176530 15.37148839
1.08369048 15.46058839
1.14561565 15.61258839
1.20754082 15.66968839
1.26946600 15.99708839
1.33139117 16.07038839
1.39331634 16.02768839
1.45524151 16.55218839
1.51716669 16.93798839
1.57909186 17.30288839
1.64101703 17.48058839
1.70294221 17.84128839
1.76486738 17.88208839
1.76486738 17.88208839
1.81849616 17.88908839
1.87212494 17.53438839
1.92575372 17.24398839
1.97938250 17.00618839
2.03301128 16.73008839
2.08664006 16.70708839
2.14026884 16.38298839
2.19389762 16.57648839
2.24752640 16.41318839
2.30115516 16.57908839
2.35478394 16.56078839
2.40841272 16.60318839
2.46204149 16.47878839
2.51567027 16.38378839
2.56929905 16.21718839
2.62292783 16.07908839
2.67655661 15.99798839
2.73018539 15.96858839
2.78381417 15.99478839

0.00000000 15.99998839
0.03096259 15.99768839
0.06192517 15.97438839
0.09288776 15.84418839
0.12385035 15.86798839
0.15481293 15.79528839
0.18577552 15.72778839
0.21673811 15.69238839
0.24770069 15.69398839
0.27866328 15.59708839
0.30962587 15.65598839
0.34058845 15.76168839
0.37155104 15.69928839
0.40251363 15.79108839
0.43347621 15.83588839
0.46443878 15.84388839
0.49540137 15.87928839
0.52636395 16.01548839
0.55732654 16.04988839
0.58828913 15.95198839
0.58828913 15.95198839
0.65021430 16.09268839
0.71213947 15.91158839
0.77406465 15.69078839
0.83598982 15.56068839
0.89791496 15.40098839
0.95984013 15.59918839
1.02176530 15.72608839
1.08369048 15.86888839
1.14561565 16.08798839
1.20754082 16.34858839
1.26946600 16.34898839
1.33139117 16.23758839
1.39331634 16.40438839
1.45524151 16.65428839
1.51716669 17.09708839
1.57909186 17.31218839
1.64101703 17.79228839
1.70294221 17.95458839
1.76486738 18.12818839
1.76486738 18.12818839
1.81849616 17.93868839
1.87212494 17.95268839
1.92575372 17.50108839
1.97938250 17.17028839
2.03301128 17.06658839
2.08664006 16.89798839
2.14026884 16.83248839
2.19389762 16.68218839
2.24752640 16.58138839
2.30115516 16.57958839
2.35478394 16.62708839
2.40841272 16.63488839
2.46204149 16.50818839
2.51567027 16.39478839
2.56929905 16.28488839
2.62292783 16.18698839
2.67655661 16.10408839
2.73018539 16.03528839
2.78381417 15.99998839

0.00000000 16.12428839
0.03096259 16.05348839
0.06192517 15.99498839
0.09288776 15.94238839
0.12385035 15.92608839
0.15481293 15.97548839
0.18577552 16.01048839
0.21673811 16.04128839
0.24770069 15.92378839
0.27866328 16.03118839
0.30962587 15.91438839
0.34058845 15.82858839
0.37155104 15.95418839
0.40251363 16.09778839
0.43347621 16.21258839
0.46443878 16.27538839
0.49540137 16.26808839
0.52636395 16.19998839
0.55732654 16.15778839
0.58828913 16.17828839
0.58828913 16.17828839
0.65021430 16.17798839
0.71213947 16.29468839
0.77406465 16.02038839
0.83598982 15.64928839
0.89791496 15.82488839
0.95984013 15.77888839
1.02176530 15.92348839
1.08369048 16.23558839
1.14561565 16.37988839
1.20754082 16.46168839
1.26946600 16.44828839
1.33139117 16.52028839
1.39331634 16.56408839
1.45524151 16.75268839
1.51716669 17.11598839
1.57909186 17.56888839
1.64101703 18.00718839
1.70294221 18.06838839
1.76486738 18.12818839
1.76486738 18.12818839
1.81849616 18.09148839
1.87212494 17.97928839
1.92575372 17.80178839
1.97938250 17.31248839
2.03301128 17.29308839
2.08664006 17.14318839
2.14026884 16.99288839
2.19389762 16.84988839
2.24752640 16.75868839
2.30115516 16.70048839
2.35478394 16.81528839
2.40841272 16.71718839
2.46204149 16.78138839
2.51567027 16.63518839
2.56929905 16.45668839
2.62292783 16.31378839
2.67655661 16.20458839
2.73018539 16.15168839
2.78381417 16.12428839

0.00000000 16.15978839
0.03096259 16.14788839
0.06192517 16.02968839
0.09288776 15.98588839
0.12385035 15.98378839
0.15481293 16.04568839
0.18577552 16.13448839
0.21673811 16.07848839
0.24770069 16.11358839
0.27866328 16.05488839
0.30962587 16.26878839
0.34058845 16.45348839
0.37155104 16.51998839
0.40251363 16.55148839
0.43347621 16.56458839
0.46443878 16.63518839
0.49540137 16.63688839
0.52636395 16.64548839
0.55732654 16.68168839
0.58828913 16.74128839
0.58828913 16.74128839
0.65021430 16.62478839
0.71213947 16.45198839
0.77406465 16.16708839
0.83598982 16.08008839
0.89791496 16.14048839
0.95984013 16.26978839
1.02176530 16.38868839
1.08369048 16.50898839
1.14561565 16.79668839
1.20754082 16.72688839
1.26946600 16.52178839
1.33139117 16.55868839
1.39331634 16.83548839
1.45524151 17.02638839
1.51716669 17.29748839
1.57909186 17.58348839
1.64101703 18.04618839
1.70294221 18.37418839
1.76486738 18.32358839
1.76486738 18.32358839
1.81849616 18.38418839
1.87212494 18.20378839
1.92575372 17.80568839
1.97938250 17.58738839
2.03301128 17.36978839
2.08664006 17.22048839
2.14026884 17.20928839
2.19389762 16.99058839
2.24752640 16.97258839
2.30115516 16.76988839
2.35478394 16.94198839
2.40841272 16.95668839
2.46204149 16.92208839
2.51567027 16.88028839
2.56929905 16.61738839
2.62292783 16.37998839
2.67655661 16.23028839
2.73018539 16.16468839
2.78381417 16.15978839

0.00000000 16.19628839
0.03096259 16.29698839
0.06192517 16.31608839
0.09288776 16.23918839
0.12385035 16.21168839
0.15481293 16.23848839
0.18577552 16.24328839
0.21673811 16.20448839
0.24770069 16.24708839
0.27866328 16.31408839
0.30962587 16.38518839
0.34058845 16.47148839
0.37155104 16.56868839
0.40251363 16.58288839
0.43347621 16.63108839
0.46443878 16.64438839
0.49540137 16.72848839
0.52636395 16.79468839
0.55732654 16.79378839
0.58828913 16.74148839
0.58828913 16.74148839
0.65021430 16.77368839
0.71213947 16.57588839
0.77406465 16.52288839
0.83598982 16.42578839
0.89791496 16.32578839
0.95984013 16.28408839
1.02176530 16.47228839
1.08369048 16.81558839
1.14561565 16.86528839
1.20754082 16.77278839
1.26946600 16.96608839
1.33139117 16.66398839
1.39331634 16.95998839
1.45524151 17.37538839
1.51716669 17.32228839
1.57909186 17.84318839
1.64101703 18.44798839
1.70294221 18.66528839
1.76486738 18.66658839
1.76486738 18.66658839
1.81849616 18.66498839
1.87212494 18.44658839
1.92575372 18.20518839
1.97938250 17.84118839
2.03301128 17.51548839
2.08664006 17.48778839
2.14026884 17.32438839
2.19389762 17.29558839
2.24752640 17.09668839
2.30115516 17.08658839
2.35478394 17.04558839
2.40841272 17.06948839
2.46204149 17.03988839
2.51567027 16.92828839
2.56929905 16.77908839
2.62292783 16.58558839
2.67655661 16.43278839
2.73018539 16.29938839
2.78381417 16.19628839

0.00000000 16.30038839
0.03096259 16.32778839
0.06192517 16.39288839
0.09288776 16.41788839
0.12385035 16.47888839
0.15481293 16.49968839
0.18577552 16.33648839
0.21673811 16.42128839
0.24770069 16.48318839
0.27866328 16.60828839
0.30962587 16.73298839
0.34058845 16.76878839
0.37155104 16.82188839
0.40251363 16.96928839
0.43347621 16.97218839
0.46443878 16.99798839
0.49540137 17.07658839
0.52636395 17.17728839
0.55732654 17.26698839
0.58828913 17.30818839
0.58828913 17.30818839
0.65021430 17.15618839
0.71213947 16.99778839
0.77406465 16.66198839
0.83598982 16.44678839
0.89791496 16.50358839
0.95984013 16.61418839
1.02176530 16.58788839
1.08369048 16.96648839
1.14561565 17.09638839
1.20754082 17.13378839
1.26946600 17.02308839
1.33139117 17.11328839
1.39331634 17.15888839
1.45524151 17.50728839
1.51716669 17.45768839
1.57909186 17.90078839
1.64101703 18.50088839
1.70294221 18.99458839
1.76486738 19.25938839
1.76486738 19.25938839
1.81849616 19.04268839
1.87212494 18.67818839
1.92575372 18.29258839
1.97938250 18.01258839
2.03301128 17.75268839
2.08664006 17.68568839
2.14026884 17.54178839
2.19389762 17.40048839
2.24752640 17.24978839
2.30115516 17.21018839
2.35478394 17.10198839
2.40841272 17.12058839
2.46204149 17.12448839
2.51567027 17.00478839
2.56929905 16.90038839
2.62292783 16.78238839
2.67655661 16.64568839
2.73018539 16.44258839
2.78381417 16.30038839

0.00000000 16.41718839
0.03096259 16.49508839
0.06192517 16.58018839
0.09288776 16.72928839
0.12385035 16.70548839
0.15481293 16.52528839
0.18577552 16.51218839
0.21673811 16.46418839
0.24770069 16.53258839
0.27866328 16.64388839
0.30962587 16.76848839
0.34058845 16.90668839
0.37155104 16.97818839
0.40251363 16.98418839
0.43347621 17.12388839
0.46443878 17.25308839
0.49540137 17.33118839
0.52636395 17.38218839
0.55732654 17.48758839
0.58828913 17.65278839
0.58828913 17.65278839
0.65021430 17.40118839
0.71213947 17.11058839
0.77406465 17.00048839
0.83598982 16.97758839
0.89791496 16.86228839
0.95984013 16.73888839
1.02176530 17.00828839
1.08369048 17.10378839
1.14561565 17.13718839
1.20754082 17.23328839
1.26946600 17.21848839
1.33139117 17.26098839
1.39331634 17.23208839
1.45524151 17.52918839
1.51716669 17.95668839
1.57909186 18.30768839
1.64101703 18.52608839
1.70294221 19.06988839
1.76486738 19.25948839
1.76486738 19.25948839
1.81849616 19.15008839
1.87212494 18.70818839
1.92575372 18.45148839
1.97938250 18.15018839
2.03301128 17.84118839
2.08664006 17.80968839
2.14026884 17.79438839
2.19389762 17.49188839
2.24752640 17.39138839
2.30115516 17.21558839
2.35478394 17.16458839
2.40841272 17.26158839
2.46204149 17.23438839
2.51567027 17.10238839
2.56929905 16.95078839
2.62292783 16.83618839
2.67655661 16.69388839
2.73018539 16.49328839
2.78381417 16.41718839

0.00000000 16.71178839
0.03096259 16.67818839
0.06192517 16.70258839
0.09288776 16.75478839
0.12385035 16.78908839
0.15481293 16.89008839
0.18577552 17.03588839
0.21673811 17.19278839
0.24770069 17.30838839
0.27866328 17.36308839
0.30962587 17.32028839
0.34058845 17.28888839
0.37155104 17.37668839
0.40251363 17.53218839
0.43347621 17.66068839
0.46443878 17.68148839
0.49540137 17.72208839
0.52636395 17.83678839
0.55732654 17.84628839
0.58828913 17.65278839
0.58828913 17.65278839
0.65021430 17.58618839
0.71213947 17.15418839
0.77406465 17.04128839
0.83598982 17.24348839
0.89791496 17.03008839
0.95984013 17.23538839
1.02176530 17.54138839
1.08369048 17.64668839
1.14561565 17.23898839
1.20754082 17.34798839
1.26946600 17.57168839
1.33139117 17.54378839
1.39331634 17.85668839
1.45524151 17.81558839
