#k-distance eigenvalue[eV]
0.12385035 -8.48911161
0.15481293 -8.47401161
0.18577552 -8.45611161
0.21673811 -8.43581161
0.24770069 -8.41341161
0.27866328 -8.38941161
0.30962587 -8.36451161
0.34058845 -8.33941161
0.37155104 -8.31481161
0.40251363 -8.29161161
0.43347621 -8.27051161
0.46443878 -8.25221161
0.49540137 -8.23721161
0.52636395 -8.22551161
0.55732654 -8.21681161
0.58828913 -8.21001161
0.58828913 -8.21001161
0.65021430 -8.22231161
0.71213947 -8.22521161
0.77406465 -8.20631161
0.83598982 -8.15851161
0.89791496 -8.08131161
0.95984013 -7.98181161
1.02176530 -7.87351161
1.08369048 -7.77531161
1.14561565 -7.70581161
1.20754082 -7.67591161
1.26946600 -7.68401161
1.33139117 -7.72001161
1.39331634 -7.77151161
1.45524151 -7.82831161
1.51716669 -7.88261161
1.57909186 -7.92921161
1.64101703 -7.96471161
1.70294221 -7.98671161
1.76486738 -7.99421161
1.76486738 -7.99421161
1.81849616 -7.98861161
1.87212494 -7.97191161
1.92575372 -7.94501161
1.97938250 -7.90891161
2.03301128 -7.86551161
2.08664006 -7.81781161
2.14026884 -7.76991161
2.19389762 -7.72791161
2.24752640 -7.70031161
2.30115516 -7.69811161
2.35478394 -7.73241161
2.40841272 -7.80941161
2.46204149 -7.92451161
2.51567027 -8.06271161
2.56929905 -8.20471161
2.62292783 -8.33251161
2.67655661 -8.43251161
2.73018539 -8.49541161
2.78381417 -8.51681161

0.00000000 -8.41581161
0.03096259 -8.41411161
0.06192517 -8.40941161
0.09288776 -8.40151161
0.12385035 -8.39071161
0.15481293 -8.37731161
0.18577552 -8.36151161
0.21673811 -8.34371161
0.24770069 -8.32441161
0.27866328 -8.30431161
0.30962587 -8.28391161
0.34058845 -8.26421161
0.37155104 -8.24591161
0.40251363 -8.22991161
0.43347621 -8.21701161
0.46443878 -8.20781161
0.49540137 -8.20291161
0.52636395 -8.20201161
0.55732654 -8.20471161
0.58828913 -8.21001161
0.58828913 -8.21001161
0.65021430 -8.19681161
0.71213947 -8.17181161
0.77406465 -8.12161161
0.83598982 -8.03741161
0.89791496 -7.91641161
0.95984013 -7.76161161
1.02176530 -7.58111161
1.08369048 -7.38801161
1.14561565 -7.19771161
1.20754082 -7.02471161
1.26946600 -6.87651161
1.33139117 -6.75361161
1.39331634 -6.65291161
1.45524151 -6.57201161
1.51716669 -6.50901161
1.57909186 -6.46271161
1.64101703 -6.43141161
1.70294221 -6.41351161
1.76486738 -6.40771161
1.76486738 -6.40771161
1.81849616 -6.41211161
1.87212494 -6.42541161
1.92575372 -6.44841161
1.97938250 -6.48251161
2.03301128 -6.52891161
2.08664006 -6.58921161
2.14026884 -6.66541161
2.19389762 -6.76001161
2.24752640 -6.87681161
2.30115516 -7.02001161
2.35478394 -7.19181161
2.40841272 -7.38881161
2.46204149 -7.60031161
2.51567027 -7.81161161
2.56929905 -8.00781161
2.62292783 -8.17601161
2.67655661 -8.30551161
2.73018539 -8.38761161
2.78381417 -8.41581161

0.00000000 -7.14021161
0.03096259 -7.13761161
0.06192517 -7.12971161
0.09288776 -7.11681161
0.12385035 -7.09871161
0.15481293 -7.07561161
0.18577552 -7.04771161
0.21673811 -7.01511161
0.24770069 -6.97801161
0.27866328 -6.93691161
0.30962587 -6.89201161
0.34058845 -6.84401161
0.37155104 -6.79361161
0.40251363 -6.74201161
0.43347621 -6.69081161
0.46443878 -6.64231161
0.49540137 -6.60011161
0.52636395 -6.56821161
0.55732654 -6.54991161
0.58828913 -6.54471161
0.58828913 -6.54471161
0.65021430 -6.55321161
0.71213947 -6.55241161
0.77406465 -6.52061161
0.83598982 -6.45131161
0.89791496 -6.34641161
0.95984013 -6.21321161
1.02176530 -6.16851161
1.08369048 -6.08421161
1.14561565 -5.95091161
1.20754082 -5.76731161
1.26946600 -5.54701161
1.33139117 -5.32601161
1.39331634 -5.15551161
1.45524151 -5.05781161
1.51716669 -5.00791161
1.57909186 -4.97841161
1.64101703 -4.95791161
1.70294221 -4.94461161
1.76486738 -4.93991161
1.76486738 -4.93991161
1.81849616 -4.94351161
1.87212494 -4.95381161
1.92575372 -4.97021161
1.97938250 -4.99351161
2.03301128 -5.02911161
2.08664006 -5.09241161
2.14026884 -5.21201161
2.19389762 -5.40751161
2.24752640 -5.65651161
2.30115516 -5.91931161
2.35478394 -6.16801161
2.40841272 -6.38911161
2.46204149 -6.58001161
2.51567027 -6.74311161
2.56929905 -6.88021161
2.62292783 -6.99081161
2.67655661 -7.07261161
2.73018539 -7.12311161
2.78381417 -7.14021161

0.00000000 -5.98501161
0.03096259 -5.98461161
0.06192517 -5.98321161
0.09288776 -5.98101161
0.12385035 -5.97811161
0.15481293 -5.97481161
0.18577552 -5.97141161
0.21673811 -5.96831161
0.24770069 -5.96571161
0.27866328 -5.96421161
0.30962587 -5.96411161
0.34058845 -5.96611161
0.37155104 -5.97051161
0.40251363 -5.97811161
0.43347621 -5.99021161
0.46443878 -6.00921161
0.49540137 -6.03821161
0.52636395 -6.07131161
0.55732654 -6.09521161
0.58828913 -6.10361161
0.58828913 -6.10361161
0.65021430 -6.09291161
0.71213947 -6.13571161
0.77406465 -6.17711161
0.83598982 -6.20821161
0.89791496 -6.22221161
0.95984013 -6.21161161
1.02176530 -6.06281161
1.08369048 -5.90281161
1.14561565 -5.72551161
1.20754082 -5.51251161
1.26946600 -5.25611161
1.33139117 -4.97751161
1.39331634 -4.84651161
1.45524151 -4.86221161
1.51716669 -4.88581161
1.57909186 -4.90781161
1.64101703 -4.92511161
1.70294221 -4.93611161
1.76486738 -4.93991161
1.76486738 -4.93991161
1.81849616 -4.93711161
1.87212494 -4.92861161
1.92575372 -4.91451161
1.97938250 -4.89511161
2.03301128 -4.87041161
2.08664006 -4.84091161
2.14026884 -4.80681161
2.19389762 -4.98461161
2.24752640 -5.26211161
2.30115516 -5.50941161
2.35478394 -5.70481161
2.40841272 -5.83961161
2.46204149 -5.91901161
2.51567027 -5.95841161
2.56929905 -5.97521161
2.62292783 -5.98171161
2.67655661 -5.98411161
2.73018539 -5.98491161
2.78381417 -5.98501161

0.00000000 -4.85361161
0.03096259 -4.85611161
0.06192517 -4.86411161
0.09288776 -4.87851161
0.12385035 -4.90151161
0.15481293 -4.93701161
0.18577552 -4.98981161
0.21673811 -5.06381161
0.24770069 -5.15891161
0.27866328 -5.26971161
0.30962587 -5.38921161
0.34058845 -5.51051161
0.37155104 -5.62791161
0.40251363 -5.73661161
0.43347621 -5.83951161
0.46443878 -5.92701161
0.49540137 -5.99401161
0.52636395 -6.03641161
0.55732654 -6.05151161
0.58828913 -6.04071161
0.58828913 -6.04071161
0.65021430 -6.06131161
0.71213947 -5.96371161
0.77406465 -5.80991161
0.83598982 -5.61431161
0.89791496 -5.46101161
0.95984013 -5.38921161
1.02176530 -5.32791161
1.08369048 -5.22661161
1.14561565 -5.06481161
1.20754082 -4.86051161
1.26946600 -4.78731161
1.33139117 -4.79091161
1.39331634 -4.67781161
1.45524151 -4.53651161
1.51716669 -4.49091161
1.57909186 -4.48411161
1.64101703 -4.48891161
1.70294221 -4.49461161
1.76486738 -4.49691161
1.76486738 -4.49691161
1.81849616 -4.49511161
1.87212494 -4.49061161
1.92575372 -4.48551161
1.97938250 -4.48511161
2.03301128 -4.50091161
2.08664006 -4.56141161
2.14026884 -4.72331161
2.19389762 -4.76871161
2.24752640 -4.72701161
2.30115516 -4.73821161
2.35478394 -4.88741161
2.40841272 -5.01751161
2.46204149 -5.10971161
2.51567027 -5.15371161
2.56929905 -5.14751161
2.62292783 -5.09661161
2.67655661 -5.01261161
2.73018539 -4.91391161
2.78381417 -4.85361161

0.00000000 -4.63341161
0.03096259 -4.63761161
0.06192517 -4.65081161
0.09288776 -4.67481161
0.12385035 -4.71321161
0.15481293 -4.77081161
0.18577552 -4.85291161
0.21673811 -4.95971161
0.24770069 -5.08471161
0.27866328 -5.21901161
0.30962587 -5.35581161
0.34058845 -5.49001161
0.37155104 -5.61761161
0.40251363 -5.73521161
0.43347621 -5.83191161
0.46443878 -5.90861161
0.49540137 -5.96101161
0.52636395 -5.99351161
0.55732654 -6.01811161
0.58828913 -6.04071161
0.58828913 -6.04071161
0.65021430 -5.96391161
0.71213947 -5.84701161
0.77406465 -5.71061161
0.83598982 -5.57301161
0.89791496 -5.38721161
0.95984013 -5.13701161
1.02176530 -4.88281161
1.08369048 -4.83411161
1.14561565 -4.80011161
1.20754082 -4.78241161
1.26946600 -4.63901161
1.33139117 -4.44701161
1.39331634 -4.26481161
1.45524151 -4.00371161
1.51716669 -3.66551161
1.57909186 -3.31791161
1.64101703 -3.01031161
1.70294221 -2.79111161
1.76486738 -2.70981161
1.76486738 -2.70981161
1.81849616 -2.77191161
1.87212494 -2.94471161
1.92575372 -3.19751161
1.97938250 -3.49921161
2.03301128 -3.82181161
2.08664006 -4.13131161
2.14026884 -4.36661161
2.19389762 -4.49921161
2.24752640 -4.60161161
2.30115516 -4.68241161
2.35478394 -4.63561161
2.40841272 -4.58751161
2.46204149 -4.53921161
2.51567027 -4.49191161
2.56929905 -4.44691161
2.62292783 -4.40531161
2.67655661 -4.45541161
2.73018539 -4.56781161
2.78381417 -4.63341161

0.00000000 -4.32781161
0.03096259 -4.33281161
0.06192517 -4.34861161
0.09288776 -4.37711161
0.12385035 -4.44161161
0.15481293 -4.54401161
0.18577552 -4.64921161
0.21673811 -4.75391161
0.24770069 -4.85971161
0.27866328 -4.96891161
0.30962587 -5.08081161
0.34058845 -5.19301161
0.37155104 -5.30211161
0.40251363 -5.40481161
0.43347621 -5.49821161
0.46443878 -5.57931161
0.49540137 -5.64541161
0.52636395 -5.69441161
0.55732654 -5.72441161
0.58828913 -5.73451161
0.58828913 -5.73451161
0.65021430 -5.69591161
0.71213947 -5.59221161
0.77406465 -5.44591161
0.83598982 -5.27331161
0.89791496 -5.08481161
0.95984013 -4.94251161
1.02176530 -4.87141161
1.08369048 -4.59851161
1.14561565 -4.33941161
1.20754082 -4.33791161
1.26946600 -4.36671161
1.33139117 -4.33191161
1.39331634 -4.19231161
1.45524151 -3.94071161
1.51716669 -3.62151161
1.57909186 -3.28841161
1.64101703 -2.98881161
1.70294221 -2.76861161
1.76486738 -2.70971161
1.76486738 -2.70971161
1.81849616 -2.74611161
1.87212494 -2.91831161
1.92575372 -3.16131161
1.97938250 -3.44731161
2.03301128 -3.74391161
2.08664006 -4.01181161
2.14026884 -4.20981161
2.19389762 -4.34011161
2.24752640 -4.41941161
2.30115516 -4.43291161
2.35478394 -4.40701161
2.40841272 -4.36641161
2.46204149 -4.32601161
2.51567027 -4.29931161
2.56929905 -4.30401161
2.62292783 -4.35761161
2.67655661 -4.36881161
2.73018539 -4.34011161
2.78381417 -4.32781161

0.00000000 -4.20611161
0.03096259 -4.22421161
0.06192517 -4.27441161
0.09288776 -4.34921161
0.12385035 -4.41891161
0.15481293 -4.47101161
0.18577552 -4.52561161
0.21673811 -4.57341161
0.24770069 -4.60841161
0.27866328 -4.63001161
0.30962587 -4.64001161
0.34058845 -4.64051161
0.37155104 -4.63331161
0.40251363 -4.61921161
0.43347621 -4.59891161
0.46443878 -4.57311161
0.49540137 -4.54221161
0.52636395 -4.50691161
0.55732654 -4.46771161
0.58828913 -4.42551161
0.58828913 -4.42551161
0.65021430 -4.52091161
0.71213947 -4.62901161
0.77406465 -4.73921161
0.83598982 -4.83311161
0.89791496 -4.88051161
0.95984013 -4.80271161
1.02176530 -4.58401161
1.08369048 -4.33811161
1.14561565 -4.24611161
1.20754082 -4.04361161
1.26946600 -3.78901161
1.33139117 -3.59981161
1.39331634 -3.41021161
1.45524151 -3.18341161
1.51716669 -2.99211161
1.57909186 -2.86791161
1.64101703 -2.77911161
1.70294221 -2.72631161
1.76486738 -2.67351161
1.76486738 -2.67351161
1.81849616 -2.72321161
1.87212494 -2.76281161
1.92575372 -2.82611161
1.97938250 -2.90961161
2.03301128 -3.00851161
2.08664006 -3.11841161
2.14026884 -3.32251161
2.19389762 -3.49841161
2.24752640 -3.61181161
2.30115516 -3.67281161
2.35478394 -3.70651161
2.40841272 -3.79381161
2.46204149 -3.88601161
2.51567027 -3.96851161
2.56929905 -4.04101161
2.62292783 -4.10301161
2.67655661 -4.15381161
2.73018539 -4.19091161
2.78381417 -4.20611161

0.00000000 -4.01241161
0.03096259 -4.00941161
0.06192517 -4.00371161
0.09288776 -4.00031161
0.12385035 -4.00351161
0.15481293 -4.01751161
0.18577552 -4.04411161
0.21673811 -4.07891161
0.24770069 -4.11441161
0.27866328 -4.14631161
0.30962587 -4.17371161
0.34058845 -4.19751161
0.37155104 -4.21931161
0.40251363 -4.24071161
0.43347621 -4.26311161
0.46443878 -4.28791161
0.49540137 -4.31591161
0.52636395 -4.34791161
0.55732654 -4.38441161
0.58828913 -4.42551161
0.58828913 -4.42551161
0.65021430 -4.33571161
0.71213947 -4.24561161
0.77406465 -4.16351161
0.83598982 -4.09421161
0.89791496 -4.04481161
0.95984013 -4.04501161
1.02176530 -4.10241161
1.08369048 -4.18161161
1.14561565 -4.09241161
1.20754082 -3.87431161
1.26946600 -3.73041161
1.33139117 -3.55141161
1.39331634 -3.33701161
1.45524151 -3.14941161
1.51716669 -2.97971161
1.57909186 -2.83491161
1.64101703 -2.74211161
1.70294221 -2.69001161
1.76486738 -2.67341161
1.76486738 -2.67341161
1.81849616 -2.68521161
1.87212494 -2.71961161
1.92575372 -2.77471161
1.97938250 -2.84741161
2.03301128 -2.93401161
2.08664006 -3.09771161
2.14026884 -3.23451161
2.19389762 -3.35311161
2.24752640 -3.47071161
2.30115516 -3.58471161
2.35478394 -3.69301161
2.40841272 -3.73781161
2.46204149 -3.78441161
2.51567027 -3.85111161
2.56929905 -3.92341161
2.62292783 -3.97591161
2.67655661 -4.00091161
2.73018539 -4.01011161
2.78381417 -4.01241161

0.00000000 -3.83621161
0.03096259 -3.84311161
0.06192517 -3.86151161
0.09288776 -3.88561161
0.12385035 -3.90811161
0.15481293 -3.92301161
0.18577552 -3.92821161
0.21673811 -3.92411161
0.24770069 -3.91211161
0.27866328 -3.89411161
0.30962587 -3.87121161
0.34058845 -3.84481161
0.37155104 -3.81581161
0.40251363 -3.78501161
0.43347621 -3.75321161
0.46443878 -3.72131161
0.49540137 -3.69511161
0.52636395 -3.67731161
0.55732654 -3.66041161
0.58828913 -3.64481161
0.58828913 -3.64481161
0.65021430 -3.69881161
0.71213947 -3.75201161
0.77406465 -3.79041161
0.83598982 -3.82181161
0.89791496 -3.84661161
0.95984013 -3.83111161
1.02176530 -3.75711161
1.08369048 -3.65691161
1.14561565 -3.66511161
1.20754082 -3.63221161
1.26946600 -3.49771161
1.33139117 -3.29721161
1.39331634 -3.09141161
1.45524151 -2.88431161
1.51716669 -2.65711161
1.57909186 -2.49241161
1.64101703 -2.52431161
1.70294221 -2.56061161
1.76486738 -2.58791161
1.76486738 -2.58791161
1.81849616 -2.56541161
1.87212494 -2.53551161
1.92575372 -2.51521161
1.97938250 -2.61361161
2.03301128 -2.84981161
2.08664006 -3.03041161
2.14026884 -3.13271161
2.19389762 -3.23711161
2.24752640 -3.34031161
2.30115516 -3.43921161
2.35478394 -3.53111161
2.40841272 -3.61361161
2.46204149 -3.68461161
2.51567027 -3.74241161
2.56929905 -3.78591161
2.62292783 -3.81461161
2.67655661 -3.82991161
2.73018539 -3.83531161
2.78381417 -3.83621161

0.00000000 -3.61811161
0.03096259 -3.62831161
0.06192517 -3.65731161
0.09288776 -3.69961161
0.12385035 -3.74661161
0.15481293 -3.78731161
0.18577552 -3.81301161
0.21673811 -3.82281161
0.24770069 -3.82131161
0.27866328 -3.81291161
0.30962587 -3.80041161
0.34058845 -3.78521161
0.37155104 -3.76831161
0.40251363 -3.75041161
0.43347621 -3.73201161
0.46443878 -3.71341161
0.49540137 -3.69051161
0.52636395 -3.66281161
0.55732654 -3.64341161
0.58828913 -3.64481161
0.58828913 -3.64481161
0.65021430 -3.61811161
0.71213947 -3.59941161
0.77406465 -3.58991161
0.83598982 -3.59021161
0.89791496 -3.59951161
0.95984013 -3.61621161
1.02176530 -3.63701161
1.08369048 -3.64741161
1.14561565 -3.51361161
1.20754082 -3.36021161
1.26946600 -3.19161161
1.33139117 -3.01331161
1.39331634 -2.83271161
1.45524151 -2.65951161
1.51716669 -2.52001161
1.57909186 -2.41021161
1.64101703 -2.18601161
1.70294221 -2.03521161
1.76486738 -1.98501161
1.76486738 -1.98501161
1.81849616 -2.02531161
1.87212494 -2.14441161
1.92575372 -2.31901161
1.97938250 -2.41791161
2.03301128 -2.43541161
2.08664006 -2.55211161
2.14026884 -2.66791161
2.19389762 -2.78181161
2.24752640 -2.89281161
2.30115516 -3.00001161
2.35478394 -3.10251161
2.40841272 -3.19971161
2.46204149 -3.29071161
2.51567027 -3.37471161
2.56929905 -3.45051161
2.62292783 -3.51641161
2.67655661 -3.56941161
2.73018539 -3.60521161
2.78381417 -3.61811161

0.00000000 -3.00191161
0.03096259 -3.00231161
0.06192517 -3.00411161
0.09288776 -3.00761161
0.12385035 -3.01391161
0.15481293 -3.02381161
0.18577552 -3.03791161
0.21673811 -3.05711161
0.24770069 -3.08181161
0.27866328 -3.11211161
0.30962587 -3.14801161
0.34058845 -3.18931161
0.37155104 -3.23521161
0.40251363 -3.28471161
0.43347621 -3.33671161
0.46443878 -3.38971161
0.49540137 -3.44161161
0.52636395 -3.48971161
0.55732654 -3.52791161
0.58828913 -3.54291161
0.58828913 -3.54291161
0.65021430 -3.51151161
0.71213947 -3.46181161
0.77406465 -3.40261161
0.83598982 -3.32361161
0.89791496 -3.21801161
0.95984013 -3.08921161
1.02176530 -2.94691161
1.08369048 -2.80141161
1.14561565 -2.66301161
1.20754082 -2.54171161
1.26946600 -2.44691161
1.33139117 -2.38591161
1.39331634 -2.36031161
1.45524151 -2.36291161
1.51716669 -2.36321161
1.57909186 -2.27491161
1.64101703 -2.14431161
1.70294221 -2.03341161
1.76486738 -1.98501161
1.76486738 -1.98501161
1.81849616 -2.01931161
1.87212494 -2.10201161
1.92575372 -2.20631161
1.97938250 -2.31921161
2.03301128 -2.40461161
2.08664006 -2.39241161
2.14026884 -2.40191161
2.19389762 -2.44221161
2.24752640 -2.51541161
2.30115516 -2.61591161
2.35478394 -2.73091161
2.40841272 -2.84251161
2.46204149 -2.93261161
2.51567027 -2.99021161
2.56929905 -3.01601161
2.62292783 -3.02001161
2.67655661 -3.01331161
2.73018539 -3.00521161
2.78381417 -3.00191161

0.00000000 -1.88521161
0.03096259 -1.87851161
0.06192517 -1.85941161
0.09288776 -1.83111161
0.12385035 -1.79821161
0.15481293 -1.76591161
0.18577552 -1.73891161
0.21673811 -1.72001161
0.24770069 -1.70951161
0.27866328 -1.70551161
0.30962587 -1.70581161
0.34058845 -1.70911161
0.37155104 -1.71411161
0.40251363 -1.72001161
0.43347621 -1.72621161
0.46443878 -1.73211161
0.49540137 -1.73741161
0.52636395 -1.74161161
0.55732654 -1.74421161
0.58828913 -1.74521161
0.58828913 -1.74521161
0.65021430 -1.74111161
0.71213947 -1.72851161
0.77406465 -1.70751161
0.83598982 -1.67881161
0.89791496 -1.64891161
0.95984013 -1.64571161
1.02176530 -1.65481161
1.08369048 -1.66171161
1.14561565 -1.66551161
1.20754082 -1.66711161
1.26946600 -1.66751161
1.33139117 -1.66731161
1.39331634 -1.66651161
1.45524151 -1.66461161
1.51716669 -1.66041161
1.57909186 -1.65071161
1.64101703 -1.62971161
1.70294221 -1.59291161
1.76486738 -1.56791161
1.76486738 -1.56791161
1.81849616 -1.58791161
1.87212494 -1.62451161
1.92575372 -1.65511161
1.97938250 -1.67821161
2.03301128 -1.69721161
2.08664006 -1.71451161
2.14026884 -1.73141161
2.19389762 -1.74841161
2.24752640 -1.76571161
2.30115516 -1.78291161
2.35478394 -1.79971161
2.40841272 -1.81581161
2.46204149 -1.83091161
2.51567027 -1.84481161
2.56929905 -1.85741161
2.62292783 -1.86841161
2.67655661 -1.87721161
2.73018539 -1.88311161
2.78381417 -1.88521161

0.00000000 -1.59901161
0.03096259 -1.59891161
0.06192517 -1.59881161
0.09288776 -1.59861161
0.12385035 -1.59791161
0.15481293 -1.59661161
0.18577552 -1.59461161
0.21673811 -1.59151161
0.24770069 -1.58721161
0.27866328 -1.58161161
0.30962587 -1.57451161
0.34058845 -1.56611161
0.37155104 -1.55641161
0.40251363 -1.54551161
0.43347621 -1.53371161
0.46443878 -1.52101161
0.49540137 -1.50761161
0.52636395 -1.49371161
0.55732654 -1.47941161
0.58828913 -1.46451161
0.58828913 -1.46451161
0.65021430 -1.49681161
0.71213947 -1.53051161
0.77406465 -1.56221161
0.83598982 -1.58881161
0.89791496 -1.60191161
0.95984013 -1.57131161
1.02176530 -1.51031161
1.08369048 -1.43471161
1.14561565 -1.35031161
1.20754082 -1.26481161
1.26946600 -1.18741161
1.33139117 -1.18581161
1.39331634 -1.20681161
1.45524151 -1.24431161
1.51716669 -1.29981161
1.57909186 -1.37121161
1.64101703 -1.45301161
1.70294221 -1.53081161
1.76486738 -1.56791161
1.76486738 -1.56791161
1.81849616 -1.53901161
1.87212494 -1.47311161
1.92575372 -1.39791161
1.97938250 -1.32851161
2.03301128 -1.27221161
2.08664006 -1.23341161
2.14026884 -1.21411161
2.19389762 -1.21461161
2.24752640 -1.23291161
2.30115516 -1.26601161
2.35478394 -1.30971161
2.40841272 -1.35981161
2.46204149 -1.41191161
